고객ID,요금제,누적결제금액,최근주문경과일,만족도점수,이탈여부,이탈확률,위험등급
C102209,Basic,1108800,40,3.6,0,0.794,높음
C102210,Basic,1065900,48,3.2,0,0.648,높음
C102211,Standard,1417300,46,2.9,0,0.581,중간
C102212,Basic,1539100,38,3.0,0,0.713,높음
C102213,Premium,1136800,20,3.4,0,0.266,낮음
C102214,Basic,773500,0,4.0,0,0.236,낮음
C102215,Basic,438400,79,2.9,1,0.896,높음
C102216,Basic,1675800,0,3.2,0,0.191,낮음
C102217,Basic,1995800,26,4.7,0,0.282,낮음
C102218,Basic,62100,16,3.5,1,0.643,높음
C102219,Standard,1486800,0,2.7,0,0.123,낮음
C102220,Premium,1401000,41,3.8,0,0.461,중간
C102221,Premium,3277000,10,4.1,0,0.096,낮음
C102222,Standard,340000,38,4.0,1,0.672,높음
C102223,Premium,1787500,0,4.3,0,0.042,낮음
C102224,Standard,5786500,17,4.1,0,0.16,낮음
C102225,Standard,538200,11,2.7,1,0.665,높음
C102226,Basic,445800,48,2.3,0,0.775,높음
C102227,Standard,959000,5,3.5,0,0.228,낮음
C102228,Standard,5400000,0,2.9,0,0.112,낮음
C102229,Basic,421200,31,3.3,0,0.589,중간
C102230,Standard,296600,15,4.0,0,0.565,중간
C102231,Standard,579200,171,2.3,1,0.999,높음
C102232,Basic,2487000,63,3.6,1,0.884,높음
C102233,Standard,468000,0,2.6,0,0.343,중간
C102234,Basic,777200,30,3.7,0,0.46,중간
C102235,Basic,356200,31,2.0,0,0.675,높음
C102236,Basic,557500,0,3.6,0,0.226,낮음
C102237,Premium,13659700,19,3.6,0,0.295,낮음
C102238,Standard,2402400,5,2.2,0,0.245,낮음
C102239,Standard,4319500,38,4.3,0,0.253,낮음
C102240,Basic,447100,4,5.0,0,0.138,낮음
C102241,Basic,3180600,8,2.5,0,0.504,중간
C102242,Premium,1103000,10,3.4,0,0.177,낮음
C102243,Standard,3051200,1,3.2,0,0.16,낮음
C102244,Premium,4425000,0,4.4,0,0.044,낮음
C102245,Basic,245000,7,2.5,1,0.449,중간
C102246,Standard,517400,0,2.8,0,0.226,낮음
C102247,Premium,922200,0,4.8,0,0.072,낮음
C102248,Basic,106800,50,3.3,1,0.9,높음
C102249,Standard,738700,73,2.1,1,0.904,높음
C102250,Basic,537200,3,2.1,0,0.509,중간
C102251,Basic,672000,33,3.9,0,0.562,중간
C102252,Standard,147200,65,2.4,1,0.93,높음
C102253,Standard,1697400,24,4.6,0,0.361,중간
C102254,Standard,1891200,23,3.9,0,0.353,중간
C102255,Basic,1056500,0,4.5,0,0.097,낮음
C102256,Premium,487100,0,4.4,0,0.045,낮음
C102257,Basic,3525600,9,4.4,0,0.372,중간
C102258,Standard,508700,0,4.5,0,0.152,낮음
C102259,Standard,398900,0,3.8,0,0.149,낮음
C102260,Premium,3533200,8,4.4,0,0.073,낮음
C102261,Premium,1533700,0,2.7,1,0.151,낮음
C102262,Standard,1164800,8,3.3,0,0.377,중간
C102263,Basic,2290600,13,3.2,0,0.474,중간
C102264,Basic,3044000,0,2.6,0,0.321,중간
C102265,Basic,842400,4,3.1,0,0.445,중간
C102266,Standard,581200,0,3.6,0,0.182,낮음
C102267,Basic,213800,50,5.0,0,0.865,높음
C102268,Basic,1083200,20,4.4,0,0.44,중간
C102269,Basic,231300,17,3.3,0,0.514,중간
C102270,Standard,1487600,23,2.5,0,0.411,중간
C102271,Basic,423400,39,2.5,1,0.705,높음
C102272,Standard,2594200,80,1.7,1,0.959,높음
C102273,Premium,723600,75,3.1,0,0.735,높음
C102274,Standard,119000,17,4.1,1,0.55,중간
C102275,Standard,2704700,7,3.1,0,0.364,중간
C102276,Standard,1025200,11,4.6,0,0.123,낮음
C102277,Standard,3916200,0,4.4,0,0.067,낮음
C102278,Basic,408600,128,1.9,0,0.991,높음
C102279,Basic,1365000,3,5.0,0,0.118,낮음
C102280,Basic,129600,45,3.6,1,0.902,높음
C102281,Basic,585600,0,4.6,0,0.251,낮음
C102282,Premium,749000,20,4.1,0,0.149,낮음
C102283,Basic,783000,59,2.3,0,0.857,높음
C102284,Premium,5080300,65,3.7,0,0.34,중간
C102285,Basic,258500,15,4.5,0,0.355,중간
C102286,Basic,1106500,78,3.3,0,0.91,높음
C102287,Standard,2639300,23,3.6,0,0.226,낮음
C102288,Premium,1146300,14,3.0,0,0.179,낮음
C102289,Premium,1663200,58,2.4,1,0.784,높음
C102290,Basic,1165200,11,3.3,0,0.492,중간
C102291,Standard,2888600,0,3.1,0,0.203,낮음
C102292,Basic,756000,50,3.6,0,0.667,높음
C102293,Basic,89300,0,2.4,0,0.349,중간
C102294,Basic,109100,60,2.8,1,0.942,높음
C102295,Premium,2599700,33,3.5,0,0.336,중간
C102296,Premium,3313400,0,3.6,0,0.088,낮음
C102297,Basic,654500,14,4.3,0,0.275,낮음
C102298,Basic,1933000,7,4.0,0,0.137,낮음
C102299,Basic,1204300,28,3.6,1,0.562,중간
C102300,Basic,891700,7,3.6,0,0.206,낮음
C102301,Standard,538700,47,3.4,0,0.619,높음
C102302,Standard,6764700,8,3.6,0,0.096,낮음
C102303,Basic,1305600,34,4.1,1,0.641,높음
C102304,Basic,384500,21,3.8,0,0.666,높음
C102305,Basic,1272200,43,3.1,1,0.645,높음
C102306,Standard,403800,17,4.0,0,0.217,낮음
C102307,Standard,66600,10,4.5,0,0.367,중간
C102308,Basic,2332200,23,4.5,0,0.496,중간
C102309,Standard,710600,96,2.7,0,0.976,높음
C102310,Basic,830300,18,4.5,0,0.137,낮음
C102311,Basic,550800,25,2.8,1,0.55,중간
C102312,Standard,382700,69,1.5,1,0.965,높음
C102313,Standard,1095100,0,3.9,0,0.092,낮음
C102314,Basic,6225500,38,3.1,0,0.647,높음
C102315,Premium,3575600,18,3.7,1,0.179,낮음
C102316,Standard,66800,47,4.2,1,0.796,높음
C102317,Basic,291600,30,2.0,0,0.897,높음
C102318,Basic,842900,15,3.5,1,0.684,높음
C102319,Premium,304000,91,4.0,0,0.874,높음
C102320,Premium,937100,0,4.5,0,0.047,낮음
C102321,Basic,200900,34,3.1,1,0.808,높음
C102322,Basic,2541400,18,3.7,1,0.488,중간
C102323,Basic,991400,51,3.6,0,0.604,높음
C102324,Basic,1614600,3,3.9,0,0.149,낮음
C102325,Standard,301600,28,2.6,0,0.739,높음
C102326,Basic,1366100,11,5.0,0,0.194,낮음
C102327,Basic,3789700,29,3.6,1,0.351,중간
C102328,Standard,522700,7,3.6,0,0.317,중간
C102329,Basic,891500,3,2.3,0,0.402,중간
C102330,Standard,1205800,0,4.1,0,0.126,낮음
C102331,Basic,326400,10,1.5,0,0.679,높음
C102332,Basic,2543000,1,2.4,0,0.263,낮음
C102333,Basic,471200,0,3.6,0,0.206,낮음
C102334,Premium,3110400,21,4.2,0,0.159,낮음
C102335,Basic,649800,0,3.1,0,0.329,중간
C102336,Basic,301300,19,5.0,0,0.264,낮음
C102337,Premium,1000500,48,3.4,0,0.325,중간
C102338,Basic,141100,0,2.4,0,0.396,중간
C102339,Standard,102200,0,3.3,0,0.299,낮음
C102340,Standard,1040900,0,4.3,0,0.135,낮음
C102341,Basic,270200,1,2.3,0,0.453,중간
C102342,Standard,1232000,4,4.0,0,0.126,낮음
C102343,Standard,465100,30,4.0,0,0.506,중간
C102344,Basic,564000,42,4.0,1,0.529,중간
C102345,Basic,2871200,0,4.2,0,0.143,낮음
C102346,Standard,5620300,16,4.7,0,0.082,낮음
C102347,Standard,106600,0,3.0,0,0.249,낮음
C102348,Basic,411600,18,2.0,0,0.607,높음
C102349,Basic,2531300,0,3.6,0,0.165,낮음
C102350,Premium,2610500,9,4.2,0,0.075,낮음
C102351,Standard,269500,4,3.2,0,0.289,낮음
C102352,Standard,2408200,8,3.5,0,0.208,낮음
C102353,Premium,5572800,0,3.2,0,0.063,낮음
C102354,Standard,711400,18,3.1,0,0.622,높음
C102355,Standard,1346800,2,2.8,0,0.28,낮음
C102356,Standard,624800,40,1.9,1,0.835,높음
C102357,Standard,5480200,6,3.7,0,0.106,낮음
C102358,Premium,4777900,5,3.8,0,0.085,낮음
C102359,Basic,3712800,0,4.0,0,0.06,낮음
C102360,Standard,1648100,16,4.3,0,0.359,중간
C102361,Standard,1621900,13,4.6,0,0.233,낮음
C102362,Premium,2259200,44,3.0,0,0.667,높음
C102363,Premium,1650500,5,3.4,0,0.145,낮음
C102364,Basic,2029500,0,3.7,0,0.222,낮음
C102365,Basic,5264500,6,2.5,0,0.435,중간
C102366,Premium,1708800,0,3.5,0,0.058,낮음
C102367,Premium,2139500,31,2.8,0,0.54,중간
C102368,Standard,4132800,13,4.7,0,0.135,낮음
C102369,Standard,662000,53,2.7,1,0.822,높음
C102370,Basic,953100,11,1.6,0,0.627,높음
C102371,Basic,1628600,17,3.1,0,0.404,중간
C102372,Premium,3825400,40,5.0,0,0.252,낮음
C102373,Basic,5155900,0,5.0,0,0.062,낮음
C102374,Basic,374800,105,2.7,1,0.988,높음
C102375,Premium,1142300,21,3.9,0,0.134,낮음
C102376,Basic,350000,40,3.7,0,0.821,높음
C102377,Standard,4039200,16,2.7,0,0.266,낮음
C102378,Standard,1079200,53,3.5,1,0.827,높음
C102379,Basic,96300,11,3.1,0,0.585,중간
C102380,Standard,2945600,19,2.0,0,0.402,중간
C102381,Basic,1532500,7,3.3,0,0.136,낮음
C102382,Basic,2605700,0,3.8,0,0.164,낮음
C102383,Basic,102000,7,2.4,1,0.511,중간
C102384,Premium,1996400,71,2.5,1,0.916,높음
C102385,Standard,557600,21,3.8,0,0.493,중간
C102386,Premium,2343600,2,3.7,0,0.072,낮음
C102387,Standard,298600,13,4.3,0,0.477,중간
C102388,Standard,1505900,47,3.7,0,0.705,높음
C102389,Premium,9710400,29,4.1,0,0.106,낮음
C102390,Basic,4786300,0,4.7,0,0.202,낮음
C102391,Basic,329500,20,3.6,0,0.39,중간
C102392,Basic,594900,136,3.2,1,0.995,높음
C102393,Premium,3672300,45,3.7,0,0.488,중간
C102394,Premium,2486400,37,3.0,0,0.579,중간
C102395,Premium,2030600,15,2.7,1,0.457,중간
C102396,Premium,1260000,0,3.7,0,0.061,낮음
C102397,Basic,264300,36,4.0,0,0.726,높음
C102398,Premium,3925400,17,4.0,1,0.233,낮음
C102399,Basic,313900,25,2.9,1,0.801,높음
C102400,Standard,1485800,24,5.0,0,0.208,낮음
C102401,Premium,1324800,17,5.0,0,0.101,낮음
C102402,Basic,184200,124,4.0,1,0.99,높음
C102403,Premium,721300,37,3.2,0,0.369,중간
C102404,Basic,479400,3,3.4,0,0.269,낮음
C102405,Basic,305100,29,4.7,0,0.384,중간
C102406,Standard,703500,4,3.0,0,0.171,낮음
C102407,Basic,576000,8,5.0,0,0.24,낮음
C102408,Premium,274700,25,3.5,0,0.224,낮음
C102409,Basic,1026500,9,4.0,0,0.301,중간
C102410,Premium,2767600,2,4.0,0,0.099,낮음
C102411,Standard,1294600,14,2.1,0,0.399,중간
C102412,Basic,2672100,71,2.9,1,0.888,높음
C102413,Premium,1984400,18,4.8,0,0.05,낮음
C102414,Standard,778000,0,4.7,0,0.125,낮음
C102415,Basic,1912700,25,2.6,0,0.762,높음
C102416,Basic,4922600,20,3.6,0,0.531,중간
C102417,Basic,1283400,9,3.7,0,0.248,낮음
C102418,Premium,2720000,8,3.4,0,0.206,낮음
C102419,Standard,3837200,0,3.3,0,0.209,낮음
C102420,Basic,1105300,0,2.4,0,0.336,중간
C102421,Basic,870000,43,3.3,0,0.737,높음
C102422,Basic,283000,7,2.3,0,0.617,높음
C102423,Basic,257500,20,4.0,0,0.393,중간
C102424,Basic,2312700,18,4.1,0,0.533,중간
C102425,Basic,584800,27,3.2,1,0.744,높음
C102426,Basic,2102700,82,3.0,1,0.946,높음
C102427,Basic,289500,5,4.3,0,0.268,낮음
C102428,Basic,684000,38,4.1,1,0.629,높음
C102429,Standard,1277600,46,5.0,0,0.438,중간
C102430,Basic,2501400,3,3.3,0,0.214,낮음
C102431,Basic,1929300,10,2.3,0,0.563,중간
C102432,Premium,6507600,18,3.0,0,0.159,낮음
C102433,Basic,1097800,0,5.0,0,0.126,낮음
C102434,Basic,556600,11,4.7,0,0.213,낮음
C102435,Basic,2552000,65,2.9,0,0.768,높음
C102436,Standard,24400,27,4.2,0,0.394,중간
C102437,Basic,128000,0,3.4,0,0.278,낮음
C102438,Basic,226200,5,2.2,0,0.356,중간
C102439,Basic,506800,13,3.9,1,0.532,중간
C102440,Standard,954800,1,2.6,1,0.296,낮음
C102441,Basic,1913600,19,4.9,0,0.428,중간
C102442,Standard,547600,15,4.2,0,0.479,중간
C102443,Basic,373400,13,4.4,1,0.381,중간
C102444,Basic,285600,35,3.3,1,0.798,높음
C102445,Standard,1752800,18,3.9,0,0.223,낮음
C102446,Standard,5241600,30,4.3,0,0.265,낮음
C102447,Premium,1778700,23,4.6,0,0.147,낮음
C102448,Standard,700700,14,3.5,0,0.507,중간
C102449,Premium,1517800,9,3.7,0,0.265,낮음
C102450,Basic,1648400,4,4.4,0,0.132,낮음
C102451,Standard,212200,13,4.7,0,0.498,중간
C102452,Standard,918400,8,2.3,0,0.434,중간
C102453,Basic,278900,3,3.3,0,0.322,중간
C102454,Premium,2725800,0,4.9,0,0.075,낮음
C102455,Standard,719100,12,1.9,1,0.539,중간
C102456,Standard,380600,9,5.0,0,0.218,낮음
C102457,Standard,3240500,6,4.8,0,0.248,낮음
C102458,Basic,8398000,45,2.8,1,0.659,높음
C102459,Standard,668200,3,4.5,0,0.129,낮음
C102460,Basic,405800,60,3.0,1,0.833,높음
C102461,Standard,2400800,3,3.1,0,0.14,낮음
C102462,Premium,1417400,70,5.0,0,0.772,높음
C102463,Basic,838400,10,3.7,0,0.412,중간
C102464,Standard,1156700,13,3.2,0,0.471,중간
C102465,Premium,2864200,11,2.3,0,0.384,중간
C102466,Basic,546500,37,3.9,0,0.74,높음
C102467,Standard,1981600,30,1.0,0,0.683,높음
C102468,Basic,339900,36,3.6,0,0.494,중간
C102469,Standard,1148800,4,4.9,0,0.124,낮음
C102470,Premium,2829000,76,3.0,0,0.716,높음
C102471,Basic,1482600,6,5.0,0,0.264,낮음
C102472,Basic,990100,60,4.2,0,0.758,높음
C102473,Standard,498400,5,4.2,0,0.109,낮음
C102474,Basic,2628900,10,3.5,0,0.24,낮음
C102475,Standard,5909800,47,4.2,0,0.438,중간
C102476,Standard,11491500,14,2.8,0,0.327,중간
C102477,Standard,675300,3,3.4,1,0.303,중간
C102478,Standard,586200,0,4.7,0,0.109,낮음
C102479,Basic,1783000,11,3.6,0,0.6,중간
C102480,Standard,4639400,78,4.2,0,0.677,높음
C102481,Standard,2708500,0,3.7,0,0.149,낮음
C102482,Basic,1251100,15,2.9,1,0.688,높음
C102483,Basic,1040000,28,2.7,1,0.579,중간
C102484,Basic,4259600,11,3.7,1,0.396,중간
C102485,Basic,1310400,45,3.7,1,0.809,높음
C102486,Premium,3082800,3,2.7,0,0.11,낮음
C102487,Basic,97500,7,4.8,1,0.211,낮음
C102488,Standard,1028300,13,3.6,0,0.245,낮음
C102489,Standard,1696900,51,3.9,0,0.679,높음
C102490,Standard,4198300,0,3.5,0,0.145,낮음
C102491,Standard,547800,27,3.7,1,0.421,중간
C102492,Basic,2733500,24,3.3,0,0.456,중간
C102493,Basic,575100,11,2.7,1,0.689,높음
C102494,Basic,193900,25,3.6,0,0.569,중간
C102495,Basic,227500,1,5.0,0,0.101,낮음
C102496,Premium,4540200,48,3.9,0,0.326,중간
C102497,Standard,599800,0,5.0,0,0.122,낮음
C102498,Basic,902400,60,4.2,1,0.675,높음
C102499,Basic,1590700,0,4.3,1,0.105,낮음
C102500,Standard,930700,0,3.8,0,0.147,낮음
C102501,Standard,616000,0,3.9,0,0.19,낮음
C102502,Basic,1039400,0,4.0,0,0.265,낮음
C102503,Basic,1642500,0,3.4,0,0.194,낮음
C102504,Premium,476200,2,4.9,0,0.102,낮음
C102505,Standard,1555300,33,5.0,0,0.429,중간
C102506,Basic,210000,32,4.0,0,0.603,높음
C102507,Standard,390600,20,3.8,0,0.286,낮음
C102508,Basic,249600,7,5.0,0,0.204,낮음
C102509,Basic,3278200,14,2.0,0,0.64,높음
C102510,Basic,683300,72,3.3,0,0.947,높음
C102511,Standard,502200,4,3.4,0,0.31,중간
C102512,Basic,1430800,43,3.5,0,0.79,높음
C102513,Basic,592300,0,2.3,0,0.472,중간
C102514,Standard,181700,11,5.0,0,0.151,낮음
C102515,Standard,609800,32,3.1,0,0.702,높음
C102516,Basic,413600,4,2.0,1,0.453,중간
C102517,Premium,3514500,9,4.1,0,0.12,낮음
C102518,Standard,3285400,3,5.0,0,0.058,낮음
C102519,Premium,3020200,28,3.3,0,0.293,낮음
C102520,Basic,2709200,50,3.7,0,0.623,높음
C102521,Standard,3318000,29,3.2,0,0.557,중간
C102522,Basic,440700,16,2.8,1,0.418,중간
C102523,Basic,282800,0,3.8,0,0.352,중간
C102524,Standard,214500,0,2.8,0,0.338,중간
C102525,Basic,313200,57,3.6,1,0.754,높음
C102526,Basic,1023900,15,2.5,0,0.46,중간
C102527,Standard,5098000,14,3.1,0,0.381,중간
C102528,Standard,1088100,93,2.4,1,0.961,높음
C102529,Basic,887200,18,2.7,0,0.657,높음
C102530,Basic,1060800,103,3.3,0,0.929,높음
C102531,Basic,4226000,9,3.6,1,0.325,중간
C102532,Standard,1724300,44,3.2,0,0.441,중간
C102533,Premium,184500,0,1.9,0,0.3,낮음
C102534,Standard,1199700,6,3.4,0,0.241,낮음
C102535,Basic,1109500,29,4.7,0,0.315,중간
C102536,Basic,42000,37,3.4,0,0.705,높음
C102537,Basic,539600,19,4.5,0,0.173,낮음
C102538,Premium,901800,2,2.4,0,0.25,낮음
C102539,Standard,278400,0,3.9,0,0.211,낮음
C102540,Standard,68000,0,3.6,0,0.275,낮음
C102541,Premium,3276700,0,2.8,0,0.112,낮음
C102542,Basic,323400,9,1.9,0,0.487,중간
C102543,Basic,149800,3,4.0,0,0.322,중간
C102544,Standard,1219200,11,4.7,0,0.18,낮음
C102545,Premium,823200,10,2.1,0,0.354,중간
C102546,Standard,968100,63,4.4,0,0.825,높음
C102547,Standard,1896200,0,4.4,0,0.08,낮음
C102548,Basic,823600,15,5.0,0,0.441,중간
C102549,Standard,1827200,20,3.9,0,0.16,낮음
C102550,Basic,768400,7,2.9,0,0.303,중간
C102551,Basic,1125400,14,3.8,0,0.509,중간
C102552,Standard,3009000,17,4.5,0,0.253,낮음
C102553,Standard,2363800,32,4.2,0,0.25,낮음
C102554,Basic,873000,41,2.3,1,0.858,높음
C102555,Basic,1246200,36,2.9,0,0.831,높음
C102556,Basic,266400,72,3.8,1,0.852,높음
C102557,Basic,3128700,30,4.4,0,0.377,중간
C102558,Standard,1058400,34,4.5,0,0.303,중간
C102559,Standard,301200,10,3.6,0,0.294,낮음
C102560,Standard,88900,33,3.2,0,0.796,높음
C102561,Premium,2003800,85,3.3,0,0.887,높음
C102562,Basic,960100,17,4.0,0,0.374,중간
C102563,Standard,6017200,25,3.1,0,0.299,낮음
C102564,Basic,952900,0,3.7,0,0.158,낮음
C102565,Basic,3220600,16,3.8,0,0.286,낮음
C102566,Standard,1084900,16,2.7,1,0.588,중간
C102567,Standard,875200,64,4.7,0,0.672,높음
C102568,Basic,305800,43,2.9,0,0.766,높음
C102569,Basic,488000,0,4.5,0,0.11,낮음
C102570,Basic,739800,53,3.6,0,0.763,높음
C102571,Basic,227000,19,4.0,0,0.433,중간
C102572,Basic,71400,0,2.5,0,0.51,중간
C102573,Standard,1958900,12,4.3,0,0.295,낮음
C102574,Basic,1171800,25,2.9,0,0.438,중간
C102575,Standard,616000,13,4.4,0,0.433,중간
C102576,Standard,488400,7,3.0,0,0.273,낮음
C102577,Basic,42800,70,3.6,0,0.89,높음
C102578,Premium,3209200,1,4.5,0,0.057,낮음
C102579,Standard,2430400,24,3.5,0,0.344,중간
C102580,Premium,1044200,12,4.8,0,0.209,낮음
C102581,Basic,3446400,11,2.8,0,0.321,중간
C102582,Standard,416000,22,3.1,1,0.651,높음
C102583,Premium,2275800,23,4.7,0,0.306,중간
C102584,Premium,3142400,9,3.9,0,0.121,낮음
C102585,Standard,144000,14,5.0,0,0.135,낮음
C102586,Standard,37000,79,2.1,1,0.948,높음
C102587,Basic,1953600,0,3.2,0,0.193,낮음
C102588,Standard,662400,11,4.6,0,0.124,낮음
C102589,Basic,1399200,82,3.2,1,0.874,높음
C102590,Standard,809600,21,3.9,0,0.507,중간
C102591,Standard,466400,42,2.5,0,0.662,높음
C102592,Standard,161000,36,4.1,0,0.443,중간
C102593,Basic,402500,16,3.7,1,0.382,중간
C102594,Basic,852800,35,4.6,0,0.625,높음
C102595,Basic,1862800,20,3.3,0,0.601,높음
C102596,Basic,105600,12,3.1,0,0.682,높음
C102597,Basic,707000,0,3.6,0,0.265,낮음
C102598,Basic,262900,48,4.4,1,0.683,높음
C102599,Standard,1466400,30,4.9,0,0.176,낮음
C102600,Standard,1336300,36,3.6,0,0.377,중간
C102601,Standard,1623800,59,2.8,0,0.844,높음
C102602,Standard,762200,74,2.0,0,0.864,높음
C102603,Basic,2139300,6,2.6,0,0.344,중간
C102604,Basic,487200,19,3.6,0,0.507,중간
C102605,Basic,519100,50,3.4,1,0.723,높음
C102606,Basic,2275400,51,2.5,1,0.707,높음
C102607,Basic,3394200,0,4.3,0,0.146,낮음
C102608,Basic,635000,17,1.4,0,0.724,높음
C102609,Standard,579000,24,3.8,0,0.387,중간
C102610,Standard,2163800,55,4.1,0,0.521,중간
C102611,Basic,661500,25,4.4,0,0.599,중간
C102612,Standard,1495200,19,3.7,0,0.387,중간
C102613,Basic,778000,14,4.0,0,0.237,낮음
C102614,Basic,19500,58,3.6,1,0.865,높음
C102615,Standard,4531200,0,3.0,0,0.146,낮음
C102616,Premium,3123000,4,3.6,0,0.124,낮음
C102617,Basic,1185600,35,3.9,0,0.508,중간
C102618,Basic,1359600,32,2.7,0,0.492,중간
C102619,Basic,2597400,63,3.1,0,0.851,높음
C102620,Premium,8117200,0,3.6,0,0.057,낮음
C102621,Basic,4241200,0,5.0,0,0.1,낮음
C102622,Standard,691900,25,4.2,0,0.38,중간
C102623,Basic,2096100,48,3.1,1,0.657,높음
C102624,Premium,452400,23,4.6,0,0.388,중간
C102625,Standard,1809500,8,3.7,0,0.224,낮음
C102626,Standard,1077300,0,4.5,0,0.167,낮음
C102627,Basic,705300,50,3.2,0,0.685,높음
C102628,Premium,1236900,57,2.3,0,0.815,높음
C102629,Basic,624800,14,3.6,0,0.316,중간
C102630,Basic,1126400,15,2.8,0,0.561,중간
C102631,Standard,1829900,13,3.2,0,0.516,중간
C102632,Basic,1998000,16,3.9,0,0.324,중간
C102633,Basic,87800,1,2.4,0,0.48,중간
C102634,Standard,328300,6,3.1,0,0.338,중간
C102635,Standard,110000,23,2.8,1,0.726,높음
C102636,Premium,3207400,4,3.6,0,0.108,낮음
C102637,Standard,543400,16,2.5,0,0.647,높음
C102638,Basic,1342900,12,4.2,0,0.304,중간
C102639,Basic,2660000,11,3.8,0,0.267,낮음
C102640,Standard,1821600,49,2.9,0,0.502,중간
C102641,Basic,767900,40,3.0,1,0.849,높음
C102642,Standard,209900,44,2.8,1,0.876,높음
C102643,Premium,2638400,6,2.6,0,0.153,낮음
C102644,Standard,877900,11,3.0,1,0.57,중간
C102645,Premium,2522900,0,2.4,0,0.087,낮음
C102646,Standard,1720800,9,4.0,0,0.167,낮음
C102647,Standard,1881600,9,4.4,0,0.284,낮음
C102648,Standard,637500,48,4.0,0,0.741,높음
C102649,Standard,1572100,11,3.6,0,0.412,중간
C102650,Basic,8013600,70,2.4,1,0.896,높음
C102651,Basic,472500,48,3.2,1,0.896,높음
C102652,Basic,2985900,2,4.0,0,0.103,낮음
C102653,Standard,982400,35,3.3,0,0.486,중간
C102654,Standard,281800,15,3.0,0,0.359,중간
C102655,Basic,234900,44,3.5,0,0.646,높음
C102656,Basic,1503700,37,4.9,0,0.335,중간
C102657,Basic,947100,8,4.0,0,0.445,중간
C102658,Basic,1280400,51,3.4,0,0.705,높음
C102659,Standard,4649300,4,1.8,0,0.327,중간
C102660,Standard,286000,34,4.4,1,0.475,중간
C102661,Standard,1649800,65,2.8,0,0.687,높음
C102662,Basic,842200,5,3.4,0,0.321,중간
C102663,Standard,762000,10,4.1,0,0.272,낮음
C102664,Standard,144300,19,4.6,0,0.56,중간
C102665,Basic,219400,6,3.0,0,0.443,중간
C102666,Premium,3623000,7,4.4,0,0.082,낮음
C102667,Premium,750400,11,1.8,0,0.388,중간
C102668,Standard,2213400,0,4.1,0,0.067,낮음
C102669,Basic,2867000,14,3.0,1,0.493,중간
C102670,Basic,615400,45,2.7,0,0.912,높음
C102671,Basic,981500,17,3.2,0,0.421,중간
C102672,Standard,420800,53,3.4,1,0.868,높음
C102673,Premium,954200,1,2.8,0,0.134,낮음
C102674,Basic,3695000,37,2.8,0,0.772,높음
C102675,Standard,1230400,4,4.4,0,0.125,낮음
C102676,Basic,780000,32,2.8,1,0.838,높음
C102677,Premium,2056300,0,3.0,0,0.106,낮음
C102678,Premium,2839200,21,2.3,0,0.298,낮음
C102679,Standard,2248600,0,2.5,0,0.259,낮음
C102680,Basic,2429500,0,2.0,0,0.367,중간
C102681,Standard,875600,20,4.8,0,0.197,낮음
C102682,Premium,678500,8,4.9,0,0.104,낮음
C102683,Standard,178500,11,2.8,0,0.445,중간
C102684,Premium,3055200,0,3.0,0,0.091,낮음
C102685,Premium,9525600,0,3.1,0,0.039,낮음
C102686,Basic,1117800,17,2.4,1,0.74,높음
C102687,Standard,1159400,4,3.6,0,0.257,낮음
C102688,Basic,2644200,0,3.3,0,0.176,낮음
C102689,Standard,1316000,3,2.2,0,0.355,중간
C102690,Premium,2120600,48,1.8,0,0.56,중간
C102691,Basic,1673100,0,2.6,0,0.298,낮음
C102692,Standard,4774200,30,2.7,0,0.444,중간
C102693,Basic,466200,13,5.0,0,0.221,낮음
C102694,Premium,2560300,0,2.1,0,0.107,낮음
C102695,Premium,1855000,15,4.4,0,0.333,중간
C102696,Basic,568600,13,3.7,1,0.332,중간
C102697,Basic,230400,54,2.9,0,0.952,높음
C102698,Basic,3549700,9,2.1,0,0.436,중간
C102699,Premium,846800,36,2.2,0,0.558,중간
C102700,Standard,101000,38,4.0,0,0.419,중간
C102701,Standard,1957800,67,2.5,1,0.935,높음
C102702,Basic,1605800,4,3.4,0,0.182,낮음
