년월일,최대순간풍속(m/s),평균기온(℃),최저기온(℃),최고기온(℃),일강수량(mm),최저습도(%),최고습도(%),최저기압(hPa),최고기압(hPa)
2023-06-19,7.3,28.7,23.3,34,0,42,81,"1,003.10","1,006.90"
2023-06-20,9.6,23.9,21.4,26.4,6.4,51,90,"1,001.60","1,005.90"
2023-06-21,6,20.7,19.2,22.1,24.9,83,100,999.8,"1,003.40"
2023-06-22,8.4,22.7,18.9,26.4,0,61,90,"1,001.80","1,005.70"
2023-06-23,4.9,25,20,29.9,0,50,93,"1,005.50","1,011.70"
2023-06-24,6.8,26.5,21.9,31.1,0,55,86,"1,011.70","1,014.20"
2023-06-25,6.5,28,22.8,33.1,0,47,86,"1,008.30","1,013.80"
2023-06-26,10.2,24.9,22.3,27.5,30.3,59,100,"1,004.20","1,008.50"
2023-06-27,11,25.3,21.4,29.1,2.5,51,100,"1,003.90","1,009.10"
2023-06-28,6.8,27.2,24.2,30.1,0,60,88,"1,005.50","1,008.90"
2023-06-29,10.3,24.6,23.2,25.9,63.8,85,100,996.8,"1,005.70"
2023-06-30,5.9,26.2,23.2,29.1,1,72,100,997.9,"1,002.60"
2023-07-01,7.1,28.1,23.3,32.9,0,58,94,"1,002.50","1,007.40"
2023-07-02,5.7,27.1,23.5,30.6,0,64,91,"1,006","1,009.90"
2023-07-03,6,29.5,24.1,34.9,0,40,94,"1,002.20","1,008.10"
2023-07-04,9.6,26.9,24.5,29.2,61.8,68,100,992.5,"1,003.70"
2023-07-05,14.5,24.6,22.1,27.1,15.3,68,100,990.9,998.4
2023-07-06,11.6,27.1,22.4,31.8,0,56,88,998.3,"1,002.70"
2023-07-07,11.9,27.4,23.3,31.4,0,46,80,999.3,"1,003.10"
2023-07-08,6.9,26.1,22.4,29.7,0,64,84,"1,000.40","1,003.30"
2023-07-09,12.6,24.3,21.6,27,47.5,78,99,"1,000.60","1,003.60"
2023-07-10,16.8,26.9,22.9,30.9,11.5,58,97,"1,001.20","1,005.80"
2023-07-11,8.6,23.8,21.6,25.9,58.3,79,100,"1,003.90","1,006.50"
2023-07-12,5.3,25.6,22,29.1,0.7,72,99,"1,003.60","1,005.90"
2023-07-13,7.2,25.6,24.7,26.5,91.6,84,100,999.1,"1,006.10"
2023-07-14,11,24.5,23.9,25.1,72.7,96,100,996,999.6
2023-07-15,11.8,24.7,23.7,25.7,2.3,85,100,997.4,"1,004.10"
2023-07-16,9.2,24.6,23.7,25.4,9.7,80,99,"1,004","1,009.80"
2023-07-17,7.5,25.8,23.7,27.8,1.4,76,94,"1,009.30","1,012.60"
2023-07-18,5.1,25.9,24.1,27.7,2.3,75,96,"1,007.40","1,012.70"
2023-07-19,6.7,27.5,22.5,32.4,0,55,96,"1,005.20","1,008.10"
2023-07-20,5.6,28.4,24,32.8,0,51,93,"1,007.10","1,010"
2023-07-21,6.3,29.5,24.6,34.3,0,48,90,"1,009.60","1,012.40"
2023-07-22,11.5,28.6,24.6,32.5,12.3,51,95,"1,008.70","1,012.50"
2023-07-23,9.6,25.2,24.5,25.8,40.2,87,100,"1,005.70","1,010.10"
2023-07-24,6.4,27.3,24.6,30,0.4,69,98,"1,006.70","1,010.10"
2023-07-25,10.1,28.2,25.8,30.5,5.6,68,92,"1,010","1,013.70"
2023-07-26,8.4,28,24.9,31.1,1,69,92,"1,012.80","1,015.60"
2023-07-27,5.7,28.3,24.4,32.2,0,59,95,"1,011.70","1,015"
2023-07-28,7.7,29.8,25.4,34.1,0,52,92,"1,011.90","1,014.60"
2023-07-29,8.3,29.7,26.1,33.3,0,52,86,"1,012.70","1,014.70"
2023-07-30,6.4,29.9,24.9,34.9,0.3,60,92,"1,010.30","1,014"
2023-07-31,9,29.5,25.6,33.4,25,49,93,"1,010.10","1,014.10"
2023-08-01,5.5,29.9,25.5,34.2,0,55,85,"1,007.80","1,011.70"
2023-08-02,7.9,30.3,26.8,33.7,0,48,88,"1,005.20","1,009"
2023-08-03,6.5,29.8,25.8,33.8,0,54,85,"1,003.90","1,007.20"
2023-08-04,7.3,30.5,26.5,34.4,0,53,81,"1,002.10","1,005.60"
2023-08-05,7,30.7,26.4,34.9,0,50,83,997.5,"1,002.30"
2023-08-06,11.9,30,27,33,4.9,63,87,996,999.2
2023-08-07,8.1,31,27.3,34.6,0,56,81,997.1,"1,000.50"
2023-08-08,7.8,31.1,26.4,35.8,0,47,73,"1,000.30","1,003.20"
2023-08-09,10.6,28.4,25.1,31.6,0.2,57,82,"1,001.90","1,004.30"
2023-08-10,18.1,23,20.9,25.1,86.1,80,98,991.6,"1,003.10"
2023-08-11,13,23.3,21.6,24.9,46.7,83,99,992.9,"1,002.10"
2023-08-12,5.4,23.3,22.5,24.1,1.5,82,95,"1,001.70","1,004.80"
2023-08-13,5.6,26.9,22.6,31.1,0,58,92,"1,002.90","1,005.10"
2023-08-14,6.4,28.4,24.8,31.9,0,60,91,"1,004","1,006.40"
2023-08-15,7.1,28.7,24.7,32.7,0,58,84,"1,002.20","1,006.40"
2023-08-16,6.5,28.2,24.7,31.6,0.3,58,82,"1,001.60","1,004.60"
2023-08-17,6.4,28.5,24.5,32.4,0,52,88,"1,002.90","1,005.50"
2023-08-18,6.6,29.4,25.5,33.3,0.1,56,87,"1,004.60","1,007.70"
2023-08-19,7,30,26.4,33.6,0,54,82,"1,007.70","1,010.90"
2023-08-20,6.1,28.7,25.5,31.8,0,56,83,"1,009.10","1,011.80"
2023-08-21,10.1,29.8,26,33.6,0,55,84,"1,004.60","1,010.30"
2023-08-22,11.7,29,25.8,32.2,42.6,61,95,"1,001.30","1,005.50"
2023-08-23,7.6,25.2,23.2,27.2,41.8,80,96,"1,003.30","1,006.70"
2023-08-24,7.5,25.1,22.3,27.8,5.2,75,97,"1,004.60","1,006.70"
2023-08-25,8.3,27,24,30,0,60,90,"1,004.90","1,009"
2023-08-26,6.8,26.8,23.3,30.3,0,49,89,"1,007.60","1,010.10"
2023-08-27,5.4,26.2,22.7,29.6,0,62,86,"1,006.80","1,009.20"
2023-08-28,9.4,23.2,20.8,25.6,10.4,73,95,"1,004.40","1,009.40"
2023-08-29,9.6,24,22.5,25.5,54.8,80,98,"1,002.90","1,008.20"
2023-08-30,3.5,23,21.5,24.5,3.5,75,94,"1,007.80","1,009.90"
2023-08-31,5.8,25,21,28.9,0,48,93,"1,009.10","1,011.50"
2023-09-01,6.4,24.7,19.7,29.6,0,42,92,"1,010.10","1,012.60"
2023-09-02,5.6,25.3,19.7,30.8,0,39,89,"1,009.60","1,012.50"
2023-09-03,5.9,26,23.1,28.8,0.1,67,89,"1,010.60","1,013"
2023-09-04,5.5,27.3,24.3,30.2,0.3,65,90,"1,010.50","1,012.90"
2023-09-05,6.3,28.9,25,32.8,0,54,84,"1,009","1,012.60"
2023-09-06,8.2,28.1,24,32.1,0,45,87,"1,009.80","1,013.80"
2023-09-07,8,26.3,20.9,31.6,0,37,81,"1,012.70","1,015.70"
2023-09-08,7.1,25.1,19.6,30.5,0,42,75,"1,010.30","1,015"
2023-09-09,6.3,26,20.8,31.2,0,45,86,"1,008.30","1,011.60"
2023-09-10,6.2,25.8,22,29.6,0,53,83,"1,007.90","1,010.80"
2023-09-11,5.8,26.5,23.1,29.8,0,50,80,"1,007","1,010.60"
2023-09-12,5.4,25.8,21.7,29.8,0,55,85,"1,008.40","1,011.30"
2023-09-13,7.7,22.1,19.6,24.6,15.9,70,93,"1,010.40","1,012.80"
2023-09-14,9.3,23.2,19.2,27.2,0,60,92,"1,010.40","1,014.70"
2023-09-15,7.6,22.3,20.3,24.3,2.1,67,91,"1,011.80","1,015"
2023-09-16,4.5,24.3,22,26.6,38.7,76,95,"1,009.10","1,012.90"
2023-09-17,5.5,25,22,28,3,68,96,"1,008.30","1,011"
2023-09-18,7.7,25.5,22.1,28.9,0,58,94,"1,010.40","1,013.20"
2023-09-19,5.5,24.4,21.6,27.2,0,62,92,"1,012.20","1,014.50"
2023-09-20,9.9,21.4,18.8,23.9,35.8,80,98,"1,007.40","1,014"
2023-09-21,10.6,20.6,17.5,23.6,0,53,81,"1,008","1,014.30"
2023-09-22,5.6,21,15.2,26.7,0,37,94,"1,013.70","1,017.40"
2023-09-23,9.4,22,16.3,27.6,0,38,88,"1,017","1,021.50"
2023-09-24,8.4,22.1,17.9,26.2,0,37,75,"1,017.30","1,021.70"
2023-09-25,6.2,22,17.9,26,1.9,49,90,"1,013.80","1,018.30"
2023-09-26,5.7,19.7,18.6,20.8,27.8,87,98,"1,010.80","1,015"
2023-09-27,5.6,21.9,20,23.7,4.4,81,98,"1,009.40","1,011.80"
2023-09-28,7.2,23.5,19.6,27.3,0,54,92,"1,011.20","1,014.50"
2023-09-29,6.4,22.2,17.4,26.9,0,33,90,"1,011.40","1,016.20"
2023-09-30,9.9,19.7,17.1,22.2,4.5,64,90,"1,008","1,012.10"
2023-10-01,8.5,19.1,14.4,23.7,0,34,83,"1,010.80","1,016.80"
2023-10-02,8.5,18.8,12.9,24.6,0,27,79,"1,016","1,019.50"
2023-10-03,5,18.5,14.4,22.5,0,47,79,"1,015.60","1,019"
2023-10-04,11.3,18.7,14.2,23.2,14.7,53,92,"1,010.70","1,016.30"
2023-10-05,7.8,14.6,9.9,19.2,0,34,57,"1,014.60","1,017.80"
2023-10-06,6.1,15.6,9.6,21.5,0,33,75,"1,016.80","1,020.10"
2023-10-07,6,16.5,11.7,21.2,0,42,79,"1,019.70","1,023.60"
2023-10-08,6.6,17.4,15.2,19.5,0,61,74,"1,021.20","1,023.70"
2023-10-09,7.7,18.3,14.1,22.4,1.2,51,88,"1,017","1,021.90"
2023-10-10,6.3,17.7,11.9,23.5,0,36,92,"1,019","1,022.40"
2023-10-11,6.1,18.5,12.9,24,0,33,80,"1,022.40","1,025.60"
2023-10-12,4.6,18.1,12,24.1,0,40,82,"1,021.60","1,026.50"
2023-10-13,4.8,17.9,14.3,21.5,0,50,82,"1,013.50","1,022.10"
2023-10-14,4.8,15.6,12.9,18.2,5.8,68,94,"1,007.60","1,013.50"
2023-10-15,8.2,16.1,10.9,21.2,0,52,98,"1,008.90","1,011.30"
2023-10-16,6.3,15.2,10.7,19.6,0,33,85,"1,011.20","1,017"
2023-10-17,5.1,14.2,7.5,20.9,0,26,79,"1,017","1,020.40"
2023-10-18,8.1,15.4,9.2,21.6,0,39,80,"1,016.80","1,021.30"
2023-10-19,6.4,16.9,14.9,18.9,8.2,65,94,"1,012.80","1,017.40"
2023-10-20,12.1,11.2,7.2,15.1,0,32,69,"1,013.90","1,020.30"
2023-10-21,9.9,11.3,5.9,16.6,1.1,31,85,"1,017.80","1,022.40"
2023-10-22,6.9,12.1,5.4,18.7,0,42,87,"1,020.80","1,024.20"
2023-10-23,5.9,16.3,11.1,21.4,0,47,94,"1,020.10","1,024.20"
2023-10-24,5.8,15.3,11.2,19.3,0,62,92,"1,017.40","1,021.40"
2023-10-25,4.4,17.3,12.7,21.9,0,53,94,"1,015.60","1,019.20"
2023-10-26,8.7,17.9,14.6,21.1,0,67,90,"1,010.90","1,016.90"
2023-10-27,6.1,16.4,12.6,20.2,0,49,88,"1,011.30","1,016.80"
2023-10-28,5,15.1,9.4,20.7,0,27,91,"1,016.50","1,020.20"
2023-10-29,5.8,15.8,9.8,21.8,0,34,83,"1,019.30","1,022.30"
2023-10-30,5.3,15.8,9.7,21.9,0,44,87,"1,020.20","1,023.10"
2023-10-31,7.2,16.8,12.7,20.8,0,54,91,"1,019","1,023.20"
2023-11-01,8,18.9,17.2,20.6,0,77,85,"1,014.90","1,019.30"
2023-11-02,11,22.3,18.7,25.9,0,38,86,"1,013.80","1,017.30"
2023-11-03,9,20.1,17.7,22.4,8.5,70,93,"1,012.80","1,016.40"
2023-11-04,7.1,17.5,14.1,20.9,0,64,93,"1,016.30","1,022.20"
2023-11-05,10.6,17.8,15.1,20.4,10.4,71,96,"1,004.70","1,022"
2023-11-06,16.9,13,6.6,19.3,45.8,56,99,998.5,"1,013.20"
2023-11-07,16.5,6.8,3.6,9.9,0,44,91,"1,013.20","1,024.60"
2023-11-08,5.1,9,1.8,16.1,0,23,84,"1,020.40","1,024.40"
2023-11-09,10.4,12.2,5.9,18.4,5.1,54,92,"1,015.40","1,021.40"
2023-11-10,12.7,4.8,0.5,9.1,0,31,76,"1,020.70","1,029.40"
2023-11-11,6.7,2.4,-1.9,6.7,0,26,65,"1,026.70","1,030.50"
2023-11-12,9.1,1.9,-2,5.7,0,37,67,"1,025.50","1,029.10"
2023-11-13,7.3,2.3,-2.2,6.7,0,32,72,"1,026.60","1,029.70"
2023-11-14,6.6,5,-0.8,10.8,0,47,81,"1,024.50","1,028.30"
2023-11-15,7.1,7.3,2,12.5,0,48,92,"1,026","1,029.10"
2023-11-16,8.3,6.6,5.7,7.4,8.4,69,95,"1,015","1,026.50"
2023-11-17,11.7,2,-1.9,5.9,0,37,95,"1,011.60","1,015.80"
2023-11-18,13.2,1,-3.8,5.7,0,48,73,"1,013.10","1,020.50"
2023-11-19,10,6.6,-0.3,13.4,0,45,81,"1,013.20","1,020.30"
2023-11-20,5.1,7.3,1.8,12.8,0,30,82,"1,020.10","1,024.50"
2023-11-21,4.7,8.1,1.4,14.8,0,27,80,"1,018.90","1,024"
2023-11-22,5.8,9,2.9,15.1,0,48,86,"1,011.70","1,020.10"
2023-11-23,12.5,8.3,1.9,14.6,0.1,50,89,"1,010.10","1,020.30"
2023-11-24,10.4,-1.1,-4.4,2.2,0,32,68,"1,020.30","1,033.50"
2023-11-25,6.4,-1,-5.9,4,0,22,61,"1,030.30","1,035.30"
2023-11-26,4.4,3.6,-0.1,7.2,0,35,56,"1,018.50","1,030.70"
2023-11-27,11,6.9,4.4,9.3,3.6,55,95,"1,011.40","1,018.80"
2023-11-28,9.5,2,-1.2,5.2,0,36,77,"1,015.10","1,024.80"
2023-11-29,10.7,-0.5,-4,3,0,46,80,"1,021.90","1,029"
2023-11-30,8.3,-3.9,-7.3,-0.5,0,35,64,"1,027","1,030.90"
2023-12-01,7.5,-3.1,-6.8,0.7,0,36,69,"1,025.20","1,027.50"
2023-12-02,11,1.8,-4.4,8,0.1,48,73,"1,021.70","1,026.90"
2023-12-03,5,1.6,-2.8,6,0,30,78,"1,024.60","1,028"
2023-12-04,4.3,3.2,-3,9.4,0,35,76,"1,018.90","1,026.30"
2023-12-05,5.9,8.2,3.8,12.6,0,43,68,"1,014.90","1,019.90"
2023-12-06,9,6.3,3.9,8.7,3.8,65,95,"1,004.20","1,015.60"
2023-12-07,13.5,6.1,0.8,11.4,0,57,85,"1,010.10","1,015.30"
2023-12-08,12.6,11,5.1,16.8,0,48,76,"1,010","1,015.60"
2023-12-09,7.3,14,11.7,16.2,0,70,90,"1,012.90","1,020.60"
2023-12-10,7.5,11.1,6.7,15.5,0,46,90,"1,020.60","1,024.70"
2023-12-11,16.7,8.7,5,12.3,11.4,66,91,"1,012","1,022.30"
2023-12-12,13.3,6.4,3.5,9.3,0.4,58,87,"1,014.90","1,026.20"
2023-12-13,7,6.5,2.6,10.3,0,61,90,"1,026.10","1,028.80"
2023-12-14,11.7,7.7,6.2,9.1,17,66,97,"1,015.40","1,027.10"
2023-12-15,11.9,5,3.7,6.2,31.1,88,100,"1,009.70","1,015.80"
2023-12-16,17.9,-3.1,-9.9,3.8,1.5,46,97,"1,014.40","1,030"
2023-12-17,10.2,-9.4,-12.4,-6.4,0,36,60,"1,030","1,036.70"
2023-12-18,7.7,-7.9,-12.2,-3.6,0,33,61,"1,032.60","1,038.10"
2023-12-19,6,-4,-8.2,0.2,0.3,41,90,"1,025.80","1,033"
2023-12-20,9,-7,-11.9,-2.1,0.8,50,91,"1,025.80","1,028.90"
2023-12-21,9,-11.2,-14.4,-8,0,44,66,"1,028.10","1,033.30"
2023-12-22,8.2,-11.4,-14.7,-8,0,39,63,"1,033.20","1,038.80"
2023-12-23,4.1,-6.8,-12.7,-0.9,0,37,72,"1,034.10","1,039"
2023-12-24,4.6,-1.3,-5.6,3,1.1,53,87,"1,028.40","1,034.30"
2023-12-25,6.1,-0.3,-2.7,2.1,0.7,58,95,"1,026.90","1,029.80"
2023-12-26,9.4,2.3,-2.6,7.2,0,51,86,"1,027","1,031"
2023-12-27,4.7,2,-2.8,6.8,0,56,92,"1,029","1,032.40"
2023-12-28,8,1.4,-1.7,4.4,0,53,89,"1,027.50","1,029.40"
2023-12-29,5.7,1.6,-1.5,4.6,0,60,82,"1,024.90","1,029.60"
2023-12-30,6.9,0.6,-0.9,2.1,13.1,76,99,"1,011.40","1,025.10"
2023-12-31,8.3,2.5,0.6,4.3,4.7,84,100,"1,008.90","1,026.30"
2024-01-01,4.5,3.5,-0.3,7.3,0,65,100,"1,024.80","1,029.40"
2024-01-02,5.3,3.3,2.2,4.3,0,59,86,"1,020.30","1,024.90"
2024-01-03,7.6,1.5,-1.1,4,0.6,72,90,"1,017","1,022.30"
2024-01-04,6.1,0.7,-3.3,4.7,0,64,88,"1,019.30","1,024.40"
2024-01-05,10.3,5.3,1.4,9.1,0,59,89,"1,018.30","1,020.90"
2024-01-06,7.7,1.3,-2.7,5.2,2.4,34,92,"1,020.50","1,023.30"
2024-01-07,11.7,-4.6,-8.3,-0.9,0,34,86,"1,022.90","1,029.10"
2024-01-08,5.7,-5.2,-10.3,0,0,29,69,"1,024","1,029.30"
2024-01-09,4.6,-0.8,-1.9,0.4,1.6,62,96,"1,017.70","1,024.20"
2024-01-10,4.7,-0.4,-4.1,3.3,0,69,96,"1,018.90","1,022.10"
2024-01-11,7.4,1.1,-2.4,4.5,0,69,89,"1,015.40","1,021.60"
2024-01-12,6.9,1.4,-1.4,4.2,0,28,91,"1,015.80","1,021.80"
2024-01-13,7,1.3,-3.8,6.4,0,23,59,"1,021.60","1,026.20"
2024-01-14,7.2,-0.5,-3.3,2.4,3.1,53,95,"1,018.20","1,024.70"
2024-01-15,7.5,-3,-6.9,0.9,0,34,71,"1,024.10","1,031.30"
2024-01-16,5.2,-1.5,-7.2,4.3,0,32,64,"1,030.80","1,034.10"
2024-01-17,5.7,-0.2,-2.3,1.9,9.7,54,98,"1,021.10","1,031.20"
2024-01-18,8.9,5.4,1.4,9.4,0.5,63,98,"1,020.20","1,026.80"
2024-01-19,11.2,6.5,4,9,0,52,76,"1,025.90","1,028.80"
2024-01-20,12.4,3.4,1.9,4.9,0.4,57,91,"1,023.60","1,028.30"
2024-01-21,8.6,1,-2.4,4.3,0.4,65,91,"1,023.70","1,026.90"
2024-01-22,10.4,-7.2,-11.9,-2.4,0.2,55,85,"1,026.50","1,029.90"
2024-01-23,10.5,-11.1,-14,-8.2,0,44,62,"1,023.70","1,028.70"
2024-01-24,11,-7.5,-11.2,-3.7,0,39,59,"1,024.70","1,028.20"
2024-01-25,7.2,-5.1,-9.7,-0.5,0,30,62,"1,027.30","1,029.90"
2024-01-26,6.7,-1.5,-6.9,4,0,39,85,"1,027.40","1,030.50"
2024-01-27,7.8,0,-4.6,4.6,0,41,89,"1,025.60","1,029.10"
2024-01-28,6.5,-0.6,-5,3.8,0,44,81,"1,026","1,030.80"
2024-01-29,6.1,-0.1,-4.8,4.6,0,42,86,"1,029.60","1,032.40"
2024-01-30,4.3,2.1,-4,8.1,0,28,88,"1,025.40","1,031.60"
2024-01-31,7,5.7,0.7,10.6,0,28,77,"1,021.70","1,026.30"
2024-02-01,7.3,3.5,-1.3,8.2,0,42,83,"1,023.20","1,026.60"
2024-02-02,6.6,4.3,0.7,7.9,0,48,80,"1,025.30","1,029"
2024-02-03,7.1,4.1,-0.2,8.3,0,50,80,"1,025.10","1,029.10"
2024-02-04,10.2,8,3.7,12.2,0,44,74,"1,022.60","1,027"
2024-02-05,15,3.4,0.1,6.6,3.9,60,96,"1,018","1,025"
2024-02-06,5.4,1.5,0,2.9,0.2,71,94,"1,023.50","1,026"
2024-02-07,5.9,0.9,-0.9,2.7,0,59,89,"1,021.90","1,024.50"
2024-02-08,6.3,1.6,-3,6.2,0,41,87,"1,019.50","1,022.90"
2024-02-09,8.7,1.8,-2.5,6.1,0,42,86,"1,020.30","1,022.60"
2024-02-10,8.4,3,-1.5,7.4,0,40,85,"1,021.20","1,024.20"
2024-02-11,10.1,1.2,-3.1,5.5,0,49,86,"1,021.30","1,027.40"
2024-02-12,5.8,3.8,-2.9,10.5,0,30,86,"1,027","1,030.50"
2024-02-13,10.2,7.9,2,13.7,0,57,82,"1,022.90","1,027.40"
2024-02-14,7.9,13.6,8.8,18.3,0,60,87,"1,017.40","1,023.50"
2024-02-15,11.6,6.1,0.6,11.6,10.9,68,99,"1,015.50","1,024.90"
2024-02-16,6.8,3.3,-1.5,8.1,0,46,96,"1,021.80","1,026.70"
2024-02-17,4.7,5.3,-1.2,11.7,0,48,91,"1,020","1,023.10"
2024-02-18,7.6,5.3,1.2,9.4,17.1,54,100,"1,011.40","1,021.30"
2024-02-19,9,8.1,4.2,11.9,8.9,87,100,"1,007.80","1,018.90"
2024-02-20,11.7,4.8,2.8,6.8,2.6,75,93,"1,018.50","1,024.60"
2024-02-21,11.9,2,0,4,17.8,75,99,"1,019.50","1,023.30"
2024-02-22,11.8,0.3,-1.1,1.6,8.8,73,99,"1,022.90","1,029"
2024-02-23,9.4,2.6,-1,6.1,0.4,50,91,"1,027.90","1,032.80"
2024-02-24,9.7,2.3,-1.3,5.9,2.3,48,94,"1,024.90","1,032.30"
2024-02-25,6,3.4,0.8,5.9,1.8,63,96,"1,022.20","1,025.90"
2024-02-26,6.3,4.3,-1.2,9.7,0,39,92,"1,025.90","1,029.30"
2024-02-27,9.4,5.5,1.2,9.8,0,36,67,"1,027.80","1,031.20"
2024-02-28,5.8,6.7,3.2,10.1,0,47,72,"1,026.20","1,029.70"
2024-02-29,11.2,5,0.3,9.6,0,43,81,"1,018.90","1,027.20"
2024-03-01,14.2,-3.4,-7.1,0.3,0,24,56,"1,021.80","1,026.50"
2024-03-02,13.9,-2,-8.1,4.1,0,48,77,"1,015.50","1,026.30"
2024-03-03,11,4.1,0.4,7.8,0,42,85,"1,015.40","1,020"
2024-03-04,5.2,5,-1.8,11.7,0,17,90,"1,018.20","1,023.50"
2024-03-05,9.4,8.3,5.5,11,0,32,65,"1,010.80","1,018.20"
2024-03-06,8.7,6.4,2.5,10.3,0,46,75,"1,014.90","1,018.20"
2024-03-07,8.9,4.7,1.2,8.2,2.1,45,87,"1,014.60","1,018.40"
2024-03-08,12.3,2.9,-0.7,6.5,0,26,81,"1,016","1,021.30"
2024-03-09,8.2,2.5,-2.1,7.1,0,24,75,"1,021.30","1,026.40"
2024-03-10,8.8,4.4,-1.8,10.6,0,26,77,"1,026.30","1,029.60"
2024-03-11,7.3,6.4,2,10.8,0,34,77,"1,015.80","1,026.40"
2024-03-12,6.4,7.2,4.4,10,2.1,62,91,"1,013.50","1,018.60"
2024-03-13,10,6.7,1.3,12,0,27,74,"1,018.60","1,021.30"
2024-03-14,7.8,9.4,3.4,15.4,0,23,85,"1,019.40","1,023.10"
2024-03-15,9.7,9.3,4,14.5,0,43,86,"1,022.40","1,025.70"
2024-03-16,9,11.4,4.4,18.3,0,19,91,"1,017.50","1,025.90"
2024-03-17,11.8,8.8,5.4,12.2,0.1,28,92,"1,015.20","1,021.70"
2024-03-18,8.8,7.3,1.4,13.2,0,13,41,"1,019.80","1,024.40"
2024-03-19,14,6.9,3.9,9.8,0.2,39,77,"1,010.60","1,020.20"
2024-03-20,10.8,5,1.2,8.7,0,26,67,"1,017.10","1,022.40"
2024-03-21,8.9,5.2,-1.2,11.5,0,25,62,"1,016.10","1,021.20"
2024-03-22,15,9.5,3.8,15.2,5.4,31,90,"1,007.50","1,018.40"
2024-03-23,8,13.8,9.3,18.2,0.1,42,91,"1,009.20","1,017.60"
2024-03-24,7.9,10.6,6.7,14.5,5.1,39,85,"1,014.30","1,017.70"
2024-03-25,11.3,17,10.5,23.4,0,22,60,"1,013.30","1,018.80"
2024-03-26,9.7,7.8,3.2,12.4,11.5,55,93,"1,015","1,024.40"
2024-03-27,7.1,10.3,4.4,16.2,0,46,90,"1,019.40","1,025"
2024-03-28,7.8,10,7.8,12.2,1.9,67,91,"1,005","1,019.40"
2024-03-29,10.5,8.7,5,12.3,1.4,49,97,"1,003.50","1,013.30"
2024-03-30,10.4,9.3,3,15.6,0,30,84,"1,007.90","1,014.90"
2024-03-31,7.4,12.3,5.5,19,0,14,59,"1,012.30","1,016.20"
2024-04-01,8.5,15.5,7,23.9,0,18,54,"1,009.40","1,015.50"
2024-04-02,7.4,16.8,13.9,19.7,0,42,76,"1,003.60","1,009.60"
2024-04-03,4.9,16.4,12.4,20.3,0,39,78,"1,009.30","1,018.50"
2024-04-04,8,14.5,10.2,18.8,0,39,68,"1,016.80","1,020.40"
2024-04-05,8.5,13.5,8,18.9,0,28,81,"1,016.60","1,021"
2024-04-06,8.2,15.6,7.7,23.4,0,21,53,"1,014.60","1,019.70"
2024-04-07,8.3,16.9,11,22.8,0,28,64,"1,014.30","1,018.40"
2024-04-08,8,15.7,10.6,20.8,0,19,69,"1,015.60","1,023.10"
2024-04-09,13.9,14.4,10.2,18.5,0,32,78,"1,022.90","1,026.50"
2024-04-10,8,16.4,11.7,21.1,0,41,81,"1,018.30","1,024.70"
2024-04-11,5.2,18.1,12,24.2,0,30,74,"1,015.40","1,020.70"
2024-04-12,7.2,19.3,11.2,27.3,0,24,80,"1,015.30","1,019.20"
2024-04-13,7.8,21.5,13.6,29.4,0,25,74,"1,013.50","1,018.90"
2024-04-14,8.5,14.7,11.5,17.9,2.3,60,97,"1,010.70","1,013.50"
2024-04-15,8.1,15.9,11.7,20,17.1,44,93,"1,008.30","1,013.50"
2024-04-16,7.7,15.8,9.7,21.8,0,35,93,"1,009.30","1,014.80"
2024-04-17,7.6,17.8,10.7,24.9,0,28,81,"1,007.60","1,012.50"
2024-04-18,7.9,17.9,11.5,24.3,0,34,68,"1,010.10","1,013.90"
2024-04-19,9.1,15.1,13,17.2,4.8,58,94,"1,008.60","1,012.30"
2024-04-20,13.9,17.5,13.3,21.7,0,54,86,"1,009.40","1,012.80"
2024-04-21,10.2,19.6,15,24.1,0,38,64,"1,011","1,014.80"
2024-04-22,8.5,18.7,13.2,24.2,0,37,66,"1,007.60","1,014.70"
2024-04-23,9.7,13.8,11,16.5,9,63,93,"1,006.20","1,011.40"
2024-04-24,8.5,15.6,10.3,20.8,0,47,90,"1,009.60","1,013.70"
2024-04-25,5.6,18.7,11.4,26,0,21,90,"1,007.40","1,011.60"
2024-04-26,7.3,18.9,11.5,26.2,0,30,78,"1,008.80","1,013"
2024-04-27,7.6,21,13,28.9,0,22,80,"1,010.70","1,014.60"
2024-04-28,5.9,21.5,16.9,26.1,0,36,63,"1,005","1,011.20"
2024-04-29,10.5,19.3,16,22.5,0,45,73,"1,004.10","1,009"
2024-04-30,7.3,19,13.9,24,0,27,71,"1,008.80","1,015.90"
2024-05-01,8.4,18.1,12.4,23.7,0,29,74,"1,015.90","1,019.20"
2024-05-02,8.9,20.1,12.2,27.9,0,27,74,"1,014.90","1,020.20"
2024-05-03,5.9,21.6,14.6,28.5,0,27,67,"1,013.60","1,017.80"
2024-05-04,7.7,18.2,15.7,20.6,48.3,44,96,"1,003.40","1,014.70"
2024-05-05,10.7,14.6,13.4,15.7,12.3,88,97,"1,004.90","1,008.10"
2024-05-06,9.4,13.6,12.2,15,2.4,60,96,"1,007.30","1,017"
2024-05-07,9.5,15.2,9,21.4,0,36,75,"1,016","1,019.70"
2024-05-08,8.6,16.4,10.9,21.8,0,35,89,"1,015.90","1,019.40"
2024-05-09,11.8,18.2,12.5,23.8,0,29,87,"1,015.40","1,019.10"
2024-05-10,10.3,18,14,22,31.7,54,96,"1,007.70","1,016.70"
