고객ID,성별,연령,지역,가입채널,가입개월수,요금제,월요금,결제수단,자동결제여부,월평균로그인수,월평균주문수,평균주문금액,누적결제금액,최근주문경과일,CS문의수,만족도점수,쿠폰사용률,모바일사용비중,이탈여부
C103061,남,38,서울,SNS,12,Basic,9900,계좌이체,0,9,5.0,44000,2640000,10,2,3.3,0.3,0.728,0
C103062,남,35,부산,SNS,9,Standard,19900,신용카드,1,10,3.2,38300,1103000,38,0,,0.211,0.623,0
C103063,남,22,경기,앱스토어,9,Basic,9900,간편결제,1,19,2.4,40400,872600,6,1,3.0,0.319,0.635,0
C103064,여,40,대구,검색광고,8,Premium,34900,간편결제,1,32,6.0,41700,2001600,35,1,3.0,0.451,0.724,0
C103065,여,51,기타,앱스토어,17,Standard,19900,간편결제,1,20,6.6,35000,3927000,0,2,3.3,0.013,0.273,0
C103066,여,38,경기,제휴몰,4,Standard,19900,신용카드,1,15,4.7,37800,710600,0,2,5.0,0.634,0.886,0
C103067,여,39,광주,검색광고,27,Standard,19900,신용카드,1,10,1.2,25700,832700,0,4,4.7,0.503,0.338,0
C103068,여,45,대전,앱스토어,18,Premium,34900,신용카드,1,16,5.9,33300,3536500,0,0,2.6,0.28,0.781,0
C103069,여,52,서울,검색광고,28,Premium,34900,신용카드,1,15,3.8,53000,5639200,11,1,4.3,0.108,0.913,0
C103070,여,33,광주,SNS,11,Premium,34900,간편결제,0,24,4.1,29900,1348500,34,1,4.2,0.402,,0
C103071,여,54,인천,SNS,16,Basic,9900,신용카드,1,10,1.0,35800,572800,4,1,4.5,0.563,0.965,0
C103072,남,31,기타,SNS,25,Standard,19900,신용카드,0,18,1.4,53800,1883000,100,3,2.4,0.254,0.903,1
C103073,남,27,대구,SNS,9,Standard,19900,신용카드,1,3,4.8,39600,1710700,34,1,3.7,0.151,0.943,0
C103074,여,29,부산,지인추천,14,Standard,19900,간편결제,1,1,5.6,10900,854600,53,3,4.1,0.208,0.887,0
C103075,남,51,서울,제휴몰,2,Basic,9900,간편결제,0,16,5.1,31900,325400,23,1,3.7,0.497,0.606,1
C103076,여,42,경기,검색광고,26,Basic,9900,체크카드,1,24,2.9,33800,2548500,37,2,2.7,0.39,0.32,0
C103077,남,35,기타,SNS,18,Standard,19900,신용카드,1,9,2.4,19700,851000,7,0,4.3,0.044,0.909,0
C103078,여,55,경기,제휴몰,20,Basic,9900,신용카드,1,25,2.9,39000,2262000,0,2,2.4,0.475,0.826,0
C103079,남,53,서울,지인추천,9,Standard,19900,신용카드,1,22,2.7,39800,967100,9,2,3.3,0.276,0.589,1
C103080,여,33,인천,검색광고,7,Basic,9900,간편결제,0,14,2.2,32900,506700,19,3,4.3,0.241,0.893,1
C103081,여,43,부산,SNS,14,Premium,34900,신용카드,1,27,4.3,16300,981300,0,1,2.8,0.133,0.547,0
C103082,남,39,서울,검색광고,9,Premium,34900,신용카드,0,15,2.6,31800,744100,26,2,2.6,0.155,0.841,0
C103083,여,43,대구,검색광고,18,Standard,19900,신용카드,1,19,3.8,38900,2660800,14,2,3.3,0.168,0.817,0
C103084,여,55,기타,검색광고,7,Basic,9900,계좌이체,1,7,2.2,28000,431200,20,0,4.1,0.157,0.823,1
C103085,남,43,인천,지인추천,9,Premium,34900,신용카드,1,25,10.5,39400,3723300,63,2,1.7,0.541,0.523,0
C103086,남,19,광주,SNS,5,Basic,9900,신용카드,1,2,1.2,51700,310200,119,5,2.9,0.531,0.899,1
C103087,여,19,부산,앱스토어,30,Basic,9900,체크카드,1,16,3.3,24000,2376000,1,1,3.0,0.255,0.381,0
C103088,여,27,서울,검색광고,18,Standard,19900,신용카드,1,17,1.9,16300,557500,0,3,3.7,0.072,0.917,0
C103089,여,35,부산,검색광고,4,Basic,9900,간편결제,0,14,2.0,12800,102400,14,1,3.2,0.453,0.854,0
C103090,남,49,경기,검색광고,18,Standard,19900,간편결제,1,11,3.8,9300,636100,0,1,4.3,0.211,0.659,0
C103091,남,30,서울,앱스토어,13,Basic,9900,신용카드,1,19,5.2,34500,2332200,27,1,3.5,0.133,0.938,0
C103092,남,36,서울,검색광고,5,Basic,9900,계좌이체,0,18,3.4,57700,980900,26,1,5.0,0.125,0.645,1
C103093,여,37,서울,검색광고,12,Basic,9900,간편결제,1,13,4.3,37300,1924700,1,0,2.5,0.227,0.598,0
C103094,남,33,서울,앱스토어,1,Standard,19900,계좌이체,0,2,3.0,34400,103200,109,3,3.8,0.293,0.721,1
C103095,여,57,기타,앱스토어,15,Standard,19900,신용카드,1,12,1.2,12100,217800,7,2,3.4,0.255,0.51,0
C103096,여,46,경기,제휴몰,26,Standard,19900,신용카드,1,10,6.1,29700,4710400,4,1,4.4,0.151,0.676,0
C103097,남,25,서울,지인추천,10,Premium,34900,체크카드,0,14,11.5,45600,5244000,0,0,,0.465,0.72,0
C103098,여,38,광주,검색광고,9,Basic,9900,간편결제,1,0,1.6,40200,578900,65,3,3.3,0.492,0.263,0
C103099,여,24,대전,검색광고,11,Premium,34900,간편결제,0,16,4.1,20800,938100,13,0,3.8,0.287,0.647,0
C103100,남,40,경기,SNS,24,Standard,19900,신용카드,1,2,1.1,53300,1407100,44,2,4.2,0.101,0.652,0
C103101,남,37,대구,검색광고,11,Standard,19900,신용카드,1,17,2.0,31100,684200,1,1,3.2,0.407,0.429,0
C103102,남,42,서울,제휴몰,16,Premium,34900,계좌이체,1,8,7.7,20300,2501000,13,3,2.8,,0.837,0
C103103,여,19,대구,검색광고,4,Basic,9900,신용카드,1,7,1.9,51600,392200,0,1,2.4,0.407,0.873,0
C103104,남,50,기타,SNS,13,Basic,9900,신용카드,1,2,0.8,24200,251700,47,2,4.6,0.249,0.752,0
C103105,남,25,서울,검색광고,2,Premium,34900,신용카드,0,10,2.2,62000,272800,14,1,2.2,0.195,0.94,1
C103106,남,33,광주,앱스토어,11,Standard,19900,신용카드,0,20,7.5,28600,2359500,25,1,,0.056,0.519,0
C103107,여,40,광주,검색광고,3,Standard,19900,신용카드,0,13,1.2,32200,115900,15,0,3.9,0.229,0.699,0
C103108,여,38,서울,SNS,10,Basic,9900,간편결제,1,0,4.4,36900,1623600,71,2,,0.258,0.838,1
C103109,남,47,인천,SNS,1,Basic,9900,간편결제,1,17,1.3,39800,51700,50,2,3.2,0.439,0.84,0
C103110,여,45,서울,제휴몰,12,Standard,19900,간편결제,1,0,3.1,31100,1156900,48,0,4.7,0.092,0.64,0
C103111,여,25,서울,지인추천,16,Premium,34900,체크카드,0,19,5.1,20600,1681000,6,0,4.2,0.471,0.74,0
C103112,남,36,서울,앱스토어,9,Basic,9900,신용카드,1,6,1.9,26000,444600,34,3,2.6,0.454,0.86,0
C103113,여,35,인천,검색광고,7,Premium,34900,간편결제,1,21,4.6,28500,917700,0,1,4.7,0.423,0.587,0
C103114,남,26,서울,지인추천,2,Standard,19900,신용카드,0,21,7.8,37000,577200,3,0,3.3,0.116,0.464,0
C103115,여,23,경기,SNS,18,Standard,19900,간편결제,0,11,1.7,21100,645700,22,1,2.3,,0.763,1
C103116,여,35,서울,앱스토어,22,Basic,9900,간편결제,1,2,1.2,24200,638900,33,2,3.8,0.398,0.778,1
C103117,남,28,경기,검색광고,9,Premium,34900,체크카드,1,31,3.7,56200,1871500,59,3,3.6,0.397,0.771,1
C103118,남,34,서울,검색광고,6,Basic,9900,간편결제,1,5,1.1,23100,152500,0,0,4.1,0.5,0.751,1
C103119,남,47,서울,지인추천,12,Standard,19900,신용카드,1,7,2.7,26100,845600,0,1,3.6,0.565,0.917,0
C103120,여,41,서울,검색광고,17,Standard,19900,신용카드,1,15,1.9,25600,826900,12,2,4.9,0.379,0.608,0
C103121,여,39,서울,SNS,14,Basic,9900,체크카드,1,8,3.3,32700,1510700,7,0,3.6,0.761,0.976,0
C103122,여,20,부산,SNS,11,Standard,19900,체크카드,0,4,0.8,16900,148700,68,3,3.6,0.127,0.965,1
C103123,남,34,대전,지인추천,11,Standard,19900,신용카드,1,16,1.6,31600,556200,67,2,3.2,0.219,0.75,0
C103124,남,31,경기,SNS,11,Premium,34900,체크카드,0,18,5.3,53600,3124900,13,0,,0.165,0.747,0
C103125,여,56,경기,SNS,15,Standard,19900,간편결제,0,12,1.1,27500,453800,39,2,3.8,0.237,0.828,0
C103126,여,49,서울,지인추천,7,Standard,19900,신용카드,1,13,4.7,23400,769900,0,0,4.5,0.51,0.608,0
C103127,여,34,대전,검색광고,17,Premium,34900,신용카드,1,15,2.9,48600,2396000,14,1,2.8,0.153,0.53,0
C103128,여,25,서울,제휴몰,12,Standard,19900,신용카드,1,13,4.7,41600,2346200,0,2,3.2,0.43,0.659,0
C103129,남,29,서울,검색광고,7,Basic,9900,체크카드,1,16,2.9,43800,889100,50,1,4.0,0.135,0.616,0
C103130,여,43,서울,지인추천,11,Standard,19900,신용카드,1,2,2.8,36000,1108800,68,2,2.7,0.603,0.809,1
C103131,남,45,대구,지인추천,2,Standard,19900,간편결제,1,4,0.8,45800,73300,49,4,2.6,0.231,0.571,1
C103132,여,34,기타,제휴몰,8,Standard,19900,신용카드,1,11,3.2,26600,681000,30,1,4.7,0.484,0.536,0
C103133,남,24,기타,SNS,7,Premium,34900,계좌이체,1,5,3.4,20600,490300,27,2,3.2,0.581,0.941,0
C103134,여,46,서울,앱스토어,8,Premium,34900,간편결제,1,14,4.5,41900,1508400,7,0,2.8,0.05,0.524,0
C103135,여,47,대구,SNS,18,Standard,19900,신용카드,1,17,1.3,51600,1207400,0,1,4.9,0.196,0.417,0
C103136,여,45,경기,앱스토어,9,Standard,19900,간편결제,1,12,1.2,35900,387700,34,2,3.6,0.229,0.611,0
C103137,남,40,서울,앱스토어,9,Premium,34900,간편결제,1,11,2.5,44500,1001200,0,2,3.0,0.183,0.98,0
C103138,여,52,서울,SNS,8,Standard,19900,간편결제,1,10,3.4,37400,1017300,5,1,4.9,0.589,0.238,0
C103139,여,36,인천,앱스토어,4,Premium,34900,신용카드,1,21,3.1,36800,456300,0,0,4.5,0.124,0.761,0
C103140,남,43,부산,앱스토어,13,Basic,9900,체크카드,1,18,1.6,27400,569900,0,1,2.0,0.3,0.707,1
C103141,남,29,경기,지인추천,18,Standard,19900,신용카드,0,18,1.5,32400,874800,25,1,4.1,0.302,0.62,0
C103142,여,26,경기,SNS,7,Basic,9900,신용카드,1,17,4.0,35700,999600,3,0,4.2,0.45,0.465,0
C103143,여,40,기타,지인추천,17,Basic,9900,신용카드,1,9,2.3,29900,1169100,3,0,4.0,0.45,0.929,0
C103144,남,25,부산,제휴몰,19,Standard,19900,간편결제,1,8,1.5,47000,1339500,4,0,4.3,0.452,0.855,0
C103145,여,49,부산,검색광고,6,Basic,9900,간편결제,1,24,2.6,33700,525700,21,0,3.4,0.396,0.685,0
C103146,여,61,경기,검색광고,31,Basic,9900,계좌이체,1,15,2.6,32700,2635600,7,0,3.2,0.479,0.818,0
C103147,여,38,부산,SNS,28,Basic,9900,신용카드,0,17,5.3,7300,1083300,21,1,3.4,0.233,0.749,0
C103148,남,27,서울,SNS,38,Premium,34900,간편결제,0,9,4.1,49600,7727700,14,1,3.0,,0.847,0
C103149,남,43,인천,제휴몰,39,Basic,9900,신용카드,0,5,1.5,49000,2866500,12,2,4.1,0.137,0.745,0
C103150,남,47,서울,검색광고,14,Basic,9900,신용카드,0,18,2.2,54600,1681700,16,2,3.8,0.435,0.858,0
C103151,남,37,기타,SNS,12,Basic,9900,체크카드,1,5,1.2,36500,525600,0,0,3.3,0.193,0.612,0
C103152,남,41,대구,검색광고,7,Premium,34900,체크카드,0,29,5.3,44900,1665800,19,1,3.5,0.395,0.709,0
C103153,남,53,서울,검색광고,10,Standard,19900,신용카드,1,10,1.6,77700,1243200,5,0,5.0,0.051,0.595,0
C103154,여,62,서울,지인추천,9,Standard,19900,체크카드,1,18,2.3,49700,1028800,48,2,3.9,0.081,0.651,0
C103155,여,43,서울,SNS,8,Standard,19900,신용카드,1,18,2.5,53100,1062000,0,2,4.3,0.339,0.371,0
C103156,여,50,경기,검색광고,17,Standard,19900,간편결제,1,14,2.3,10900,426200,17,0,3.3,0.241,0.831,0
C103157,여,19,대구,제휴몰,22,Premium,34900,간편결제,1,19,3.3,68200,4951300,0,1,1.8,0.346,0.788,0
C103158,남,35,서울,SNS,1,Standard,19900,신용카드,0,6,3.6,50800,182900,24,3,2.5,0.229,0.498,1
C103159,남,19,서울,검색광고,22,Premium,34900,신용카드,1,18,3.5,48700,3749900,0,2,5.0,0.026,0.58,0
C103160,여,23,대구,검색광고,25,Basic,9900,신용카드,1,18,1.1,25900,712300,1,4,4.6,0.177,0.894,0
C103161,남,41,경기,SNS,4,Basic,9900,간편결제,1,17,0.8,5000,16000,1,1,3.9,0.222,0.799,0
C103162,여,31,기타,지인추천,4,Standard,19900,간편결제,1,16,6.0,42100,1010400,34,0,3.2,0.405,0.549,0
C103163,남,54,부산,SNS,15,Standard,19900,간편결제,1,22,1.6,37900,909600,12,2,3.7,0.336,0.642,0
C103164,남,25,기타,SNS,9,Standard,19900,체크카드,1,18,5.2,30700,1436800,0,0,3.3,0.445,0.742,0
C103165,남,32,기타,검색광고,7,Standard,19900,간편결제,0,16,3.9,45900,1253100,32,0,2.1,0.412,0.911,1
C103166,여,25,서울,SNS,11,Basic,9900,간편결제,1,2,1.6,36600,644200,89,1,3.3,0.325,0.925,1
C103167,남,50,기타,지인추천,14,Standard,19900,신용카드,1,20,2.3,22200,714800,8,2,2.9,0.249,0.9,0
C103168,남,45,경기,앱스토어,11,Basic,9900,신용카드,1,11,1.4,23100,355700,29,1,4.0,0.386,0.618,0
C103169,여,19,서울,지인추천,11,Basic,9900,신용카드,0,14,1.3,15400,220200,20,1,3.6,0.263,0.782,0
C103170,여,49,기타,SNS,9,Standard,19900,체크카드,1,31,1.7,49400,755800,22,1,3.1,0.109,0.982,0
C103171,여,47,경기,검색광고,24,Standard,19900,간편결제,1,17,1.6,41200,1582100,14,0,5.0,0.241,0.571,0
C103172,여,32,서울,검색광고,5,Basic,9900,신용카드,0,17,1.9,41200,391400,18,0,2.4,0.464,0.609,1
C103173,여,36,경기,검색광고,18,Basic,9900,체크카드,1,21,1.9,16200,554000,4,1,3.4,0.255,0.95,0
C103174,남,47,인천,SNS,11,Standard,19900,신용카드,0,12,1.2,31500,415800,19,3,3.7,0.252,0.594,0
C103175,여,48,인천,제휴몰,48,Standard,19900,신용카드,1,19,8.0,11400,4377600,31,0,2.6,0.164,0.903,0
C103176,여,35,부산,SNS,6,Basic,9900,간편결제,0,21,3.2,38300,735400,33,4,5.0,0.174,0.394,0
C103177,여,37,경기,제휴몰,10,Premium,34900,신용카드,1,22,2.5,42800,1070000,5,0,3.8,0.459,0.489,0
C103178,남,40,서울,검색광고,4,Basic,9900,신용카드,0,20,3.5,13700,191800,19,0,4.5,0.46,0.666,0
C103179,여,22,기타,검색광고,28,Premium,34900,간편결제,1,24,5.2,45800,6668500,6,0,2.7,0.209,0.964,0
C103180,남,50,인천,SNS,24,Premium,34900,신용카드,1,19,6.4,41400,6359000,0,0,4.3,0.193,0.844,0
C103181,남,28,대구,검색광고,5,Basic,9900,신용카드,0,6,4.4,30400,668800,10,4,3.0,0.191,0.398,0
C103182,남,27,인천,제휴몰,14,Basic,9900,체크카드,1,12,4.3,22900,1378600,10,3,4.2,0.45,0.809,0
C103183,여,30,서울,검색광고,4,Basic,9900,체크카드,1,20,3.6,30500,439200,0,0,3.9,0.355,0.569,1
C103184,여,26,서울,검색광고,1,Basic,9900,신용카드,1,19,4.4,42000,184800,2,1,,0.453,0.731,0
C103185,남,23,경기,검색광고,46,Standard,19900,간편결제,1,15,5.1,34900,8187500,0,3,2.7,0.187,0.772,0
C103186,남,28,광주,지인추천,20,Basic,9900,신용카드,0,12,2.2,57400,2525600,28,0,5.0,0.242,0.773,0
C103187,여,42,기타,지인추천,7,Basic,9900,간편결제,0,17,0.8,39100,219000,63,2,2.4,0.482,0.658,1
C103188,여,38,서울,검색광고,14,Basic,9900,신용카드,0,15,1.2,31100,522500,56,1,3.6,0.413,0.558,1
C103189,여,40,서울,SNS,3,Premium,34900,신용카드,1,20,7.4,42400,941300,1,1,4.5,0.061,0.81,0
C103190,남,31,경기,앱스토어,24,Premium,34900,신용카드,0,20,3.3,53200,4213400,23,0,4.1,0.148,0.834,1
C103191,남,38,부산,검색광고,19,Premium,34900,간편결제,1,32,11.7,59500,13226800,0,3,5.0,0.154,0.632,0
C103192,남,29,서울,SNS,11,Premium,34900,신용카드,0,9,2.0,27200,598400,55,1,4.2,0.233,0.59,1
C103193,여,54,기타,검색광고,31,Standard,19900,신용카드,1,8,1.4,42000,1822800,30,0,3.3,0.331,0.759,1
C103194,남,37,대전,지인추천,26,Standard,19900,체크카드,1,17,3.6,27300,2555300,0,1,4.8,0.313,0.682,0
C103195,여,33,부산,앱스토어,4,Basic,9900,신용카드,0,14,2.9,41000,475600,52,1,3.5,0.102,0.391,1
C103196,남,33,경기,앱스토어,28,Standard,19900,체크카드,0,9,2.5,51000,3570000,11,1,2.7,0.484,0.754,0
C103197,여,32,경기,앱스토어,2,Basic,9900,신용카드,0,0,1.3,25700,66800,121,1,3.7,0.128,0.606,1
C103198,남,29,인천,SNS,16,Basic,9900,계좌이체,1,17,4.2,24100,1619500,0,1,4.5,0.32,0.834,0
C103199,여,51,대구,앱스토어,11,Standard,19900,신용카드,0,8,3.1,48800,1664100,59,0,4.3,0.476,0.332,0
C103200,남,41,서울,검색광고,11,Basic,9900,신용카드,1,15,1.0,30700,337700,21,3,,0.523,0.299,0
C103201,남,38,기타,SNS,20,Basic,9900,신용카드,1,11,1.2,45100,1082400,17,2,2.8,0.266,0.626,1
C103202,여,37,부산,SNS,33,Standard,19900,신용카드,1,10,3.1,39200,4010200,0,4,2.6,0.095,0.947,0
C103203,여,37,서울,앱스토어,9,Basic,9900,체크카드,1,24,3.1,22600,630500,0,1,4.8,0.348,0.775,0
C103204,여,55,경기,SNS,5,Premium,34900,체크카드,0,27,3.8,39400,748600,9,2,,0.089,0.509,0
C103205,여,32,경기,검색광고,37,Standard,19900,신용카드,0,17,2.0,17200,1272800,25,1,3.6,0.287,0.784,0
C103206,여,44,경기,앱스토어,5,Standard,19900,신용카드,0,17,2.2,54400,598400,29,0,3.8,0.1,0.718,0
C103207,남,26,서울,앱스토어,4,Premium,34900,신용카드,1,13,5.3,23000,487600,0,1,5.0,0.045,0.681,0
C103208,남,50,서울,SNS,12,Basic,9900,신용카드,1,17,1.7,29200,595700,6,2,2.2,0.162,0.393,0
C103209,남,46,부산,검색광고,3,Basic,9900,체크카드,0,17,7.7,39400,910100,45,1,2.5,0.126,0.526,0
C103210,남,63,대구,SNS,4,Basic,9900,간편결제,1,19,1.5,30800,184800,48,0,5.0,0.354,0.815,0
C103211,여,39,인천,검색광고,20,Basic,9900,신용카드,0,19,6.6,18800,2481600,7,1,1.1,0.559,0.35,0
C103212,남,42,대구,검색광고,7,Basic,9900,체크카드,0,5,0.4,38700,108400,15,1,3.8,0.166,0.847,0
C103213,남,37,대전,검색광고,2,Standard,19900,체크카드,0,11,2.7,17600,95000,15,2,3.9,0.054,0.756,0
C103214,남,24,서울,지인추천,16,Basic,9900,체크카드,1,23,3.3,31500,1663200,23,1,3.3,0.414,0.725,0
C103215,여,48,인천,제휴몰,10,Basic,9900,신용카드,1,13,3.0,29700,891000,8,3,2.9,0.757,0.941,0
C103216,여,33,경기,검색광고,8,Standard,19900,간편결제,0,6,3.1,19100,473700,46,1,3.4,0.372,0.721,0
C103217,여,51,부산,SNS,21,Basic,9900,간편결제,1,10,2.4,23200,1169300,10,2,2.8,0.407,0.868,0
C103218,남,27,인천,SNS,12,Standard,19900,신용카드,1,0,0.2,16900,40600,44,0,2.1,0.069,0.866,1
C103219,여,26,서울,검색광고,11,Standard,19900,체크카드,0,13,1.4,22900,352700,34,2,2.4,0.195,0.978,1
C103220,여,20,서울,지인추천,9,Basic,9900,신용카드,1,10,3.0,13500,364500,15,2,2.7,0.173,0.537,1
C103221,여,24,부산,검색광고,13,Basic,9900,신용카드,1,8,1.4,40000,728000,0,0,4.7,0.407,0.762,0
C103222,남,37,인천,검색광고,7,Basic,9900,간편결제,1,16,4.8,19100,641800,0,0,3.0,0.18,0.866,0
C103223,여,19,기타,앱스토어,25,Basic,9900,신용카드,1,6,3.1,51300,3975800,0,2,3.1,0.782,0.895,0
C103224,여,42,기타,SNS,10,Standard,19900,신용카드,1,0,0.8,28200,225600,48,2,3.1,0.143,0.631,1
C103225,남,31,경기,지인추천,6,Basic,9900,신용카드,1,20,3.6,46200,997900,28,0,4.4,0.126,0.7,0
C103226,여,35,기타,제휴몰,16,Standard,19900,간편결제,1,7,4.7,29300,2203400,0,0,4.0,,0.308,0
C103227,남,56,서울,앱스토어,24,Basic,9900,신용카드,1,18,1.9,39700,1810300,0,3,3.1,0.328,0.413,0
C103228,여,45,경기,SNS,10,Basic,9900,신용카드,0,3,1.2,17500,210000,82,3,2.4,0.498,0.55,1
C103229,남,25,경기,지인추천,26,Standard,19900,간편결제,0,10,2.2,15900,909500,21,2,2.7,0.374,0.756,1
C103230,여,43,경기,SNS,17,Premium,34900,신용카드,1,8,3.7,42500,2673200,0,1,4.6,0.377,0.683,0
C103231,남,39,부산,SNS,7,Standard,19900,체크카드,1,17,1.3,30400,276600,2,3,2.5,0.255,0.663,0
C103232,남,46,경기,검색광고,9,Standard,19900,신용카드,1,17,4.8,46000,1987200,22,2,3.5,0.292,0.557,0
C103233,여,29,경기,SNS,19,Standard,19900,간편결제,0,17,1.3,11700,289000,22,2,3.9,0.402,0.469,1
C103234,여,19,대전,앱스토어,18,Basic,9900,체크카드,0,11,2.5,49700,2236500,11,2,2.5,0.479,0.616,0
C103235,여,41,경기,검색광고,7,Standard,19900,간편결제,1,12,3.5,22600,553700,0,2,3.5,,0.41,0
C103236,여,33,기타,검색광고,9,Basic,9900,간편결제,1,12,1.8,49200,797000,6,0,3.7,0.387,0.547,0
C103237,남,41,기타,SNS,12,Premium,34900,간편결제,1,9,2.3,21800,601700,12,1,3.7,0.195,0.971,0
C103238,남,49,경기,검색광고,14,Premium,34900,신용카드,0,8,3.1,62500,2712500,16,3,3.1,0.574,0.776,0
C103239,여,47,경기,SNS,27,Basic,9900,신용카드,1,8,4.2,36300,4116400,35,1,,0.202,0.695,1
C103240,남,38,경기,검색광고,16,Standard,19900,신용카드,0,12,4.5,33600,2419200,39,2,3.7,0.282,0.914,1
C103241,남,45,서울,SNS,44,Basic,9900,신용카드,1,11,0.8,19300,679400,13,2,,0.106,0.845,0
C103242,남,33,경기,SNS,17,Premium,34900,신용카드,0,19,3.4,40200,2323600,26,4,5.0,0.305,0.623,0
C103243,남,24,인천,SNS,27,Premium,34900,간편결제,0,13,3.2,31700,2738900,21,0,3.0,0.356,0.564,0
C103244,남,54,서울,SNS,14,Standard,19900,신용카드,1,15,1.8,36100,909700,0,2,3.1,0.264,0.78,0
C103245,남,38,인천,앱스토어,17,Premium,34900,신용카드,1,18,6.2,40300,4247600,0,0,2.5,0.125,0.738,0
C103246,남,28,대전,지인추천,8,Premium,34900,신용카드,0,23,7.5,32900,1974000,62,3,2.1,0.35,0.777,0
C103247,여,46,경기,앱스토어,2,Basic,9900,신용카드,1,17,6.2,26100,323600,0,0,3.2,0.465,0.961,0
C103248,남,26,서울,앱스토어,17,Basic,9900,신용카드,1,19,1.0,5000,85000,25,1,3.7,0.151,0.728,0
C103249,남,47,서울,SNS,14,Standard,19900,신용카드,0,0,0.3,27200,114200,70,3,2.9,0.136,0.934,1
C103250,남,38,서울,앱스토어,35,Standard,19900,신용카드,1,17,4.0,41600,5824000,24,1,3.2,0.291,0.728,0
C103251,여,30,기타,SNS,13,Basic,9900,신용카드,0,18,3.2,34400,1431000,34,1,3.2,0.185,0.7,0
C103252,남,35,대구,SNS,14,Basic,9900,계좌이체,1,19,2.6,24400,888200,8,0,3.9,0.117,0.689,0
C103253,여,44,경기,검색광고,6,Premium,34900,간편결제,0,11,4.4,27400,723400,17,1,3.6,0.167,0.721,0
C103254,여,37,부산,검색광고,13,Basic,9900,간편결제,0,25,2.5,24200,786500,76,4,2.3,0.531,0.906,1
C103255,남,19,서울,검색광고,9,Standard,19900,신용카드,0,12,3.8,43600,1491100,10,3,4.0,0.174,0.721,1
C103256,남,41,서울,SNS,26,Basic,9900,체크카드,1,16,3.0,31100,2425800,9,0,3.6,0.271,0.78,0
C103257,남,67,경기,앱스토어,25,Standard,19900,신용카드,1,7,1.4,33200,1162000,7,2,2.6,0.206,0.81,0
C103258,남,28,서울,SNS,4,Basic,9900,신용카드,1,7,3.1,43300,536900,0,0,4.4,0.146,0.913,0
C103259,남,42,서울,앱스토어,55,Basic,9900,계좌이체,1,26,4.0,34300,7546000,9,2,3.9,0.276,0.905,0
C103260,남,41,서울,지인추천,14,Basic,9900,체크카드,1,5,10.5,35500,5218500,0,0,3.9,0.328,0.868,0
C103261,여,25,인천,SNS,6,Basic,9900,간편결제,1,12,4.1,31000,762600,53,2,2.9,0.636,0.88,0
C103262,여,31,서울,앱스토어,34,Standard,19900,간편결제,1,11,3.2,39600,4308500,3,1,4.1,0.253,0.609,0
C103263,여,38,인천,검색광고,15,Standard,19900,신용카드,1,20,3.9,32600,1907100,96,2,2.1,0.51,0.635,0
C103264,남,41,서울,앱스토어,6,Standard,19900,신용카드,1,22,2.3,21900,302200,5,0,2.7,,0.872,0
C103265,남,19,부산,제휴몰,5,Standard,19900,체크카드,1,12,1.8,36000,324000,13,2,3.9,0.778,0.8,0
C103266,남,37,인천,앱스토어,9,Standard,19900,간편결제,1,12,3.8,9200,314600,7,4,3.0,0.514,0.725,0
