고객ID,Recency,Frequency,Monetary,R점수,F점수,M점수,RFM합계,군집,이탈여부,세그먼트
C102128,49,50.4,1204600,1,4,3,8,2,0,일반 유지고객
C102129,6,18.2,678900,4,2,2,8,0,0,휴면/이탈위험
C102130,28,22.4,486100,2,2,2,6,0,1,휴면/이탈위험
C102131,17,14.0,303800,3,1,1,5,0,0,휴면/이탈위험
C102132,15,136.9,6160500,3,5,5,13,1,0,VIP 충성고객
C102133,0,7.2,210200,5,1,1,7,0,0,휴면/이탈위험
C102134,41,168.0,3511200,1,5,5,11,3,0,성장 잠재고객
C102135,0,4.6,104900,5,1,1,7,0,0,휴면/이탈위험
C102136,26,116.1,4620800,2,5,5,12,3,0,성장 잠재고객
C102137,0,69.0,2849700,5,4,5,14,3,1,성장 잠재고객
C102138,96,3.0,92400,1,1,1,3,2,1,일반 유지고객
C102139,60,18.0,588600,1,2,2,5,2,0,일반 유지고객
C102140,30,8.4,168000,2,1,1,4,0,0,휴면/이탈위험
C102141,23,18.0,568800,2,2,2,6,0,0,휴면/이탈위험
C102142,46,10.0,434000,1,1,2,4,2,1,일반 유지고객
C102143,85,1.0,34500,1,1,1,3,2,1,일반 유지고객
C102144,16,28.8,941800,3,3,3,9,0,0,휴면/이탈위험
C102145,16,9.6,350400,3,1,1,5,0,1,휴면/이탈위험
C102146,17,9.6,217900,3,1,1,5,0,0,휴면/이탈위험
C102147,15,7.0,142800,3,1,1,5,0,0,휴면/이탈위험
C102148,0,133.0,6171200,5,5,5,15,1,0,VIP 충성고객
C102149,25,84.8,3629400,2,5,5,12,3,1,성장 잠재고객
C102150,34,70.2,2548300,2,4,4,10,3,1,성장 잠재고객
C102151,51,17.0,518500,1,2,2,5,2,1,일반 유지고객
C102152,9,171.0,855000,4,5,3,12,3,0,성장 잠재고객
C102153,9,12.0,369600,4,1,1,6,0,0,휴면/이탈위험
C102154,23,52.7,1328000,2,4,3,9,0,0,휴면/이탈위험
C102155,34,113.4,2812300,2,5,5,12,3,0,성장 잠재고객
C102156,64,61.5,1746600,1,4,4,9,2,1,일반 유지고객
C102157,0,59.8,2810600,5,4,5,14,3,0,성장 잠재고객
C102158,10,39.6,1445400,4,3,4,11,0,0,휴면/이탈위험
C102159,0,130.2,4726300,5,5,5,15,3,0,성장 잠재고객
C102160,14,42.5,1449200,3,3,4,10,0,0,휴면/이탈위험
C102161,19,30.0,1011000,3,3,3,9,0,1,휴면/이탈위험
C102162,3,81.0,2219400,4,5,4,13,3,0,성장 잠재고객
C102163,33,18.9,521600,2,2,2,6,0,0,휴면/이탈위험
C102164,0,50.4,1360800,5,4,3,12,0,0,휴면/이탈위험
C102165,19,8.8,423300,3,1,2,6,0,0,휴면/이탈위험
C102166,10,96.6,3690100,4,5,5,14,3,0,성장 잠재고객
C102167,1,61.6,1737100,5,4,4,13,0,0,휴면/이탈위험
C102168,24,2.4,27600,2,1,1,4,0,0,휴면/이탈위험
C102169,10,57.5,649700,4,4,2,10,0,0,휴면/이탈위험
C102170,24,49.5,2346300,2,4,4,10,0,0,휴면/이탈위험
C102171,34,20.7,912900,2,2,3,7,0,0,휴면/이탈위험
C102172,29,4.5,157500,2,1,1,4,0,0,휴면/이탈위험
C102173,13,35.0,1498000,3,3,4,10,0,1,휴면/이탈위험
C102174,41,31.5,1222200,1,3,3,7,2,1,일반 유지고객
C102175,13,10.5,528200,3,1,2,6,0,1,휴면/이탈위험
C102176,14,32.4,359600,3,3,1,7,0,0,휴면/이탈위험
C102177,0,8.4,210000,5,1,1,7,0,0,휴면/이탈위험
C102178,8,121.0,4392300,4,5,5,14,3,0,성장 잠재고객
C102179,10,68.8,3329900,4,4,5,13,3,0,성장 잠재고객
C102180,0,76.0,3610000,5,5,5,15,3,0,성장 잠재고객
C102181,53,48.3,1260600,1,4,3,8,2,1,일반 유지고객
C102182,43,65.0,2379000,1,4,4,9,2,1,일반 유지고객
C102183,16,7.2,113000,3,1,1,5,0,1,휴면/이탈위험
C102184,31,11.0,526900,2,1,2,5,0,0,휴면/이탈위험
C102185,14,102.0,4222800,3,5,5,13,3,0,성장 잠재고객
C102186,14,14.3,384700,3,1,1,5,0,0,휴면/이탈위험
C102187,0,41.0,1148000,5,3,3,11,0,0,휴면/이탈위험
C102188,16,60.0,1716000,3,4,4,11,0,0,휴면/이탈위험
C102189,29,52.5,2693200,2,4,5,11,3,0,성장 잠재고객
C102190,1,33.0,1003200,5,3,3,11,0,0,휴면/이탈위험
C102191,0,17.7,847800,5,2,3,10,0,0,휴면/이탈위험
C102192,59,23.4,1017900,1,2,3,6,2,1,일반 유지고객
C102193,9,53.9,1606200,4,4,4,12,0,0,휴면/이탈위험
C102194,2,59.4,1443400,4,4,4,12,0,0,휴면/이탈위험
C102195,8,35.0,717500,4,3,2,9,0,0,휴면/이탈위험
C102196,73,23.8,730700,1,2,2,5,2,1,일반 유지고객
C102197,29,24.0,340800,2,2,1,5,0,0,휴면/이탈위험
C102198,11,20.0,452000,4,2,2,8,0,0,휴면/이탈위험
C102199,15,18.8,588400,3,2,2,7,0,0,휴면/이탈위험
C102200,6,42.3,211500,4,3,1,8,0,0,휴면/이탈위험
C102201,43,47.6,2337200,1,4,4,9,2,1,일반 유지고객
C102202,0,35.1,1723400,5,3,4,12,0,0,휴면/이탈위험
C102203,59,49.3,1666300,1,4,4,9,2,1,일반 유지고객
C102204,17,28.6,932400,3,3,3,9,0,0,휴면/이탈위험
C102205,45,28.6,958100,1,3,3,7,2,1,일반 유지고객
C102206,23,22.8,1016900,2,2,3,7,0,0,휴면/이탈위험
C102207,0,20.0,788000,5,2,2,9,0,0,휴면/이탈위험
C102208,27,37.4,1802700,2,3,4,9,0,0,휴면/이탈위험
C102209,40,44.0,1108800,1,3,3,7,2,0,일반 유지고객
C102210,48,25.5,1065900,1,2,3,6,2,0,일반 유지고객
C102211,46,35.7,1417300,1,3,4,8,2,0,일반 유지고객
C102212,38,44.1,1539100,2,3,4,9,2,0,일반 유지고객
C102213,20,49.0,1136800,3,4,3,10,0,0,휴면/이탈위험
C102214,0,35.0,773500,5,3,2,10,0,0,휴면/이탈위험
C102215,79,55.5,438400,1,4,2,7,2,1,일반 유지고객
C102216,0,58.8,1675800,5,4,4,13,0,0,휴면/이탈위험
C102217,26,43.2,1995800,2,3,4,9,0,0,휴면/이탈위험
C102218,16,2.7,62100,3,1,1,5,0,1,휴면/이탈위험
C102219,0,36.0,1486800,5,3,4,12,0,0,휴면/이탈위험
C102220,41,30.0,1401000,1,3,3,7,2,0,일반 유지고객
C102221,10,124.6,3277000,4,5,5,14,3,0,성장 잠재고객
C102222,38,8.0,340000,2,1,1,4,2,1,일반 유지고객
C102223,0,65.0,1787500,5,4,4,13,0,0,휴면/이탈위험
C102224,17,311.1,5786500,3,5,5,13,1,0,VIP 충성고객
C102225,11,29.9,538200,4,3,2,9,0,1,휴면/이탈위험
C102226,48,23.1,445800,1,2,2,5,2,0,일반 유지고객
C102227,5,28.8,959000,4,3,3,10,0,0,휴면/이탈위험
C102228,0,144.0,5400000,5,5,5,15,3,0,성장 잠재고객
C102229,31,13.5,421200,2,1,2,5,0,0,휴면/이탈위험
C102230,15,7.2,296600,3,1,1,5,0,0,휴면/이탈위험
C102231,171,19.5,579200,1,2,2,5,2,1,일반 유지고객
C102232,63,92.8,2487000,1,5,4,10,2,1,일반 유지고객
C102233,0,24.0,468000,5,2,2,9,0,0,휴면/이탈위험
C102234,30,30.6,777200,2,3,2,7,0,0,휴면/이탈위험
C102235,31,16.8,356200,2,2,1,5,0,0,휴면/이탈위험
C102236,0,27.6,557500,5,3,2,10,0,0,휴면/이탈위험
C102237,19,233.1,13659700,3,5,5,13,1,0,VIP 충성고객
C102238,5,110.2,2402400,4,5,4,13,3,0,성장 잠재고객
C102239,38,132.5,4319500,2,5,5,12,3,0,성장 잠재고객
C102240,4,17.0,447100,4,2,2,8,0,0,휴면/이탈위험
C102241,8,58.9,3180600,4,4,5,13,3,0,성장 잠재고객
C102242,10,28.8,1103000,4,3,3,10,0,0,휴면/이탈위험
C102243,1,63.7,3051200,5,4,5,14,3,0,성장 잠재고객
C102244,0,75.9,4425000,5,5,5,15,3,0,성장 잠재고객
C102245,7,14.0,245000,4,1,1,6,0,1,휴면/이탈위험
C102246,0,29.4,517400,5,3,2,10,0,0,휴면/이탈위험
C102247,0,29.0,922200,5,3,3,11,0,0,휴면/이탈위험
C102248,50,4.0,106800,1,1,1,3,2,1,일반 유지고객
C102249,73,43.2,738700,1,3,2,6,2,1,일반 유지고객
C102250,3,24.2,537200,4,2,2,8,0,0,휴면/이탈위험
C102251,33,21.0,672000,2,2,2,6,0,0,휴면/이탈위험
C102252,65,6.4,147200,1,1,1,3,2,1,일반 유지고객
C102253,24,41.3,1697400,2,3,4,9,0,0,휴면/이탈위험
C102254,23,48.0,1891200,2,4,4,10,0,0,휴면/이탈위험
C102255,0,42.6,1056500,5,3,3,11,0,0,휴면/이탈위험
C102256,0,16.4,487100,5,2,2,9,0,0,휴면/이탈위험
C102257,9,78.0,3525600,4,5,5,14,3,0,성장 잠재고객
C102258,0,16.2,508700,5,2,2,9,0,0,휴면/이탈위험
C102259,0,15.4,398900,5,2,1,8,0,0,휴면/이탈위험
C102260,8,96.8,3533200,4,5,5,14,3,0,성장 잠재고객
C102261,0,24.5,1533700,5,2,4,11,0,1,휴면/이탈위험
C102262,8,52.0,1164800,4,4,3,11,0,0,휴면/이탈위험
C102263,13,41.8,2290600,3,3,4,10,0,0,휴면/이탈위험
C102264,0,70.3,3044000,5,4,5,14,3,0,성장 잠재고객
C102265,4,40.5,842400,4,3,3,10,0,0,휴면/이탈위험
C102266,0,46.5,581200,5,4,2,11,0,0,휴면/이탈위험
C102267,50,8.1,213800,1,1,1,3,2,0,일반 유지고객
C102268,20,30.6,1083200,3,3,3,9,0,0,휴면/이탈위험
C102269,17,9.8,231300,3,1,1,5,0,0,휴면/이탈위험
C102270,23,48.3,1487600,2,4,4,10,0,0,휴면/이탈위험
C102271,39,21.6,423400,1,2,2,5,2,1,일반 유지고객
C102272,80,84.5,2594200,1,5,5,11,2,1,일반 유지고객
C102273,75,27.0,723600,1,2,2,5,2,0,일반 유지고객
C102274,17,3.5,119000,3,1,1,5,0,1,휴면/이탈위험
C102275,7,73.1,2704700,4,4,5,13,3,0,성장 잠재고객
C102276,11,101.5,1025200,4,5,3,12,3,0,성장 잠재고객
C102277,0,92.8,3916200,5,5,5,15,3,0,성장 잠재고객
C102278,128,18.0,408600,1,2,1,4,2,0,일반 유지고객
C102279,3,26.0,1365000,4,2,3,9,0,0,휴면/이탈위험
C102280,45,6.0,129600,1,1,1,3,2,1,일반 유지고객
C102281,0,12.0,585600,5,1,2,8,0,0,휴면/이탈위험
C102282,20,34.2,749000,3,3,2,8,0,0,휴면/이탈위험
C102283,59,18.0,783000,1,2,2,5,2,0,일반 유지고객
C102284,65,134.4,5080300,1,5,5,11,3,0,성장 잠재고객
C102285,15,11.0,258500,3,1,1,5,0,0,휴면/이탈위험
C102286,78,39.1,1106500,1,3,3,7,2,0,일반 유지고객
C102287,23,133.3,2639300,2,5,5,12,3,0,성장 잠재고객
C102288,14,42.3,1146300,3,3,3,9,0,0,휴면/이탈위험
C102289,58,36.0,1663200,1,3,4,8,2,1,일반 유지고객
C102290,11,40.6,1165200,4,3,3,10,0,0,휴면/이탈위험
C102291,0,81.6,2888600,5,5,5,15,3,0,성장 잠재고객
C102292,50,43.2,756000,1,3,2,6,2,0,일반 유지고객
C102293,0,3.8,89300,5,1,1,7,0,0,휴면/이탈위험
C102294,60,3.2,109100,1,1,1,3,2,1,일반 유지고객
C102295,33,85.8,2599700,2,5,5,12,3,0,성장 잠재고객
C102296,0,70.2,3313400,5,4,5,14,3,0,성장 잠재고객
C102297,14,23.8,654500,3,2,2,7,0,0,휴면/이탈위험
C102298,7,73.5,1933000,4,4,4,12,3,0,성장 잠재고객
C102299,28,31.2,1204300,2,3,3,8,0,1,휴면/이탈위험
C102300,7,36.1,891700,4,3,3,10,0,0,휴면/이탈위험
C102301,47,36.4,538700,1,3,2,6,2,0,일반 유지고객
C102302,8,173.9,6764700,4,5,5,14,1,0,VIP 충성고객
C102303,34,48.0,1305600,2,4,3,9,0,1,휴면/이탈위험
C102304,21,14.4,384500,3,1,1,5,0,0,휴면/이탈위험
C102305,43,27.3,1272200,1,3,3,7,2,1,일반 유지고객
C102306,17,32.3,403800,3,3,1,7,0,0,휴면/이탈위험
C102307,10,2.6,66600,4,1,1,6,0,0,휴면/이탈위험
C102308,23,78.0,2332200,2,5,4,11,3,0,성장 잠재고객
C102309,96,25.2,710600,1,2,2,5,2,0,일반 유지고객
C102310,18,87.4,830300,3,5,3,11,0,0,휴면/이탈위험
C102311,25,10.8,550800,2,1,2,5,0,1,휴면/이탈위험
C102312,69,20.8,382700,1,2,1,4,2,1,일반 유지고객
C102313,0,70.2,1095100,5,4,3,12,0,0,휴면/이탈위험
C102314,38,245.1,6225500,2,5,5,12,1,0,VIP 충성고객
C102315,18,77.9,3575600,3,5,5,13,3,1,성장 잠재고객
C102316,47,1.7,66800,1,1,1,3,2,1,일반 유지고객
C102317,30,13.5,291600,2,1,1,4,0,0,휴면/이탈위험
C102318,15,18.9,842900,3,2,3,8,0,1,휴면/이탈위험
C102319,91,10.2,304000,1,1,1,3,2,0,일반 유지고객
C102320,0,22.8,937100,5,2,3,10,0,0,휴면/이탈위험
C102321,34,7.2,200900,2,1,1,4,0,1,휴면/이탈위험
C102322,18,72.2,2541400,3,4,4,11,3,1,성장 잠재고객
C102323,51,32.4,991400,1,3,3,7,2,0,일반 유지고객
C102324,3,70.2,1614600,4,4,4,12,3,0,성장 잠재고객
C102325,28,23.2,301600,2,2,1,5,0,0,휴면/이탈위험
C102326,11,47.6,1366100,4,4,3,11,0,0,휴면/이탈위험
C102327,29,104.4,3789700,2,5,5,12,3,1,성장 잠재고객
C102328,7,19.8,522700,4,2,2,8,0,0,휴면/이탈위험
C102329,3,22.8,891500,4,2,3,9,0,0,휴면/이탈위험
C102330,0,52.2,1205800,5,4,3,12,0,0,휴면/이탈위험
C102331,10,16.0,326400,4,2,1,7,0,0,휴면/이탈위험
C102332,1,53.2,2543000,5,4,4,13,3,0,성장 잠재고객
C102333,0,19.8,471200,5,2,2,9,0,0,휴면/이탈위험
C102334,21,72.0,3110400,3,4,5,12,3,0,성장 잠재고객
C102335,0,18.0,649800,5,2,2,9,0,0,휴면/이탈위험
C102336,19,11.2,301300,3,1,1,5,0,0,휴면/이탈위험
C102337,48,29.0,1000500,1,3,3,7,2,0,일반 유지고객
C102338,0,4.8,141100,5,1,1,7,0,0,휴면/이탈위험
C102339,0,3.6,102200,5,1,1,7,0,0,휴면/이탈위험
C102340,0,66.3,1040900,5,4,3,12,0,0,휴면/이탈위험
C102341,1,17.1,270200,5,2,1,8,0,0,휴면/이탈위험
C102342,4,56.0,1232000,4,4,3,11,0,0,휴면/이탈위험
C102343,30,20.4,465100,2,2,2,6,0,0,휴면/이탈위험
C102344,42,24.0,564000,1,2,2,5,2,1,일반 유지고객
C102345,0,85.2,2871200,5,5,5,15,3,0,성장 잠재고객
C102346,16,129.5,5620300,3,5,5,13,3,0,성장 잠재고객
C102347,0,4.5,106600,5,1,1,7,0,0,휴면/이탈위험
C102348,18,21.0,411600,3,2,1,6,0,0,휴면/이탈위험
C102349,0,68.6,2531300,5,4,4,13,3,0,성장 잠재고객
C102350,9,87.6,2610500,4,5,5,14,3,0,성장 잠재고객
C102351,4,11.0,269500,4,1,1,6,0,0,휴면/이탈위험
C102352,8,97.5,2408200,4,5,4,13,3,0,성장 잠재고객
C102353,0,144.0,5572800,5,5,5,15,3,0,성장 잠재고객
C102354,18,28.8,711400,3,3,2,8,0,0,휴면/이탈위험
C102355,2,36.5,1346800,4,3,3,10,0,0,휴면/이탈위험
C102356,40,44.0,624800,1,3,2,6,2,1,일반 유지고객
C102357,6,117.6,5480200,4,5,5,14,3,0,성장 잠재고객
C102358,5,100.8,4777900,4,5,5,14,3,0,성장 잠재고객
C102359,0,156.0,3712800,5,5,5,15,3,0,성장 잠재고객
C102360,16,50.4,1648100,3,4,4,11,0,0,휴면/이탈위험
C102361,13,74.4,1621900,3,4,4,11,3,0,성장 잠재고객
C102362,44,69.3,2259200,1,4,4,9,2,0,일반 유지고객
C102363,5,55.2,1650500,4,4,4,12,0,0,휴면/이탈위험
C102364,0,55.0,2029500,5,4,4,13,0,0,휴면/이탈위험
C102365,6,174.9,5264500,4,5,5,14,1,0,VIP 충성고객
C102366,0,71.5,1708800,5,4,4,13,3,0,성장 잠재고객
C102367,31,75.6,2139500,2,5,4,11,3,0,성장 잠재고객
C102368,13,143.5,4132800,3,5,5,13,3,0,성장 잠재고객
C102369,53,24.7,662000,1,2,2,5,2,1,일반 유지고객
C102370,11,59.2,953100,4,4,3,11,0,0,휴면/이탈위험
C102371,17,62.4,1628600,3,4,4,11,0,0,휴면/이탈위험
C102372,40,82.8,3825400,1,5,5,11,3,0,성장 잠재고객
C102373,0,138.6,5155900,5,5,5,15,3,0,성장 잠재고객
C102374,105,10.5,374800,1,1,1,3,2,1,일반 유지고객
C102375,21,22.8,1142300,3,2,3,8,0,0,휴면/이탈위험
C102376,40,20.0,350000,1,2,1,4,2,0,일반 유지고객
C102377,16,99.0,4039200,3,5,5,13,3,0,성장 잠재고객
C102378,53,30.4,1079200,1,3,3,7,2,1,일반 유지고객
C102379,11,3.0,96300,4,1,1,6,0,0,휴면/이탈위험
C102380,19,70.3,2945600,3,4,5,12,3,0,성장 잠재고객
C102381,7,140.6,1532500,4,5,4,13,3,0,성장 잠재고객
C102382,0,92.4,2605700,5,5,5,15,3,0,성장 잠재고객
C102383,7,2.0,102000,4,1,1,6,0,1,휴면/이탈위험
C102384,71,71.3,1996400,1,4,4,9,2,1,일반 유지고객
C102385,21,17.0,557600,3,2,2,7,0,0,휴면/이탈위험
C102386,2,50.4,2343600,4,4,4,12,0,0,휴면/이탈위험
C102387,13,9.6,298600,3,1,1,5,0,0,휴면/이탈위험
C102388,47,41.6,1505900,1,3,4,8,2,0,일반 유지고객
C102389,29,204.0,9710400,2,5,5,12,1,0,VIP 충성고객
C102390,0,107.8,4786300,5,5,5,15,3,0,성장 잠재고객
C102391,20,11.4,329500,3,1,1,5,0,0,휴면/이탈위험
C102392,136,10.4,594900,1,1,2,4,2,1,일반 유지고객
C102393,45,60.3,3672300,1,4,5,10,3,0,성장 잠재고객
C102394,37,77.7,2486400,2,5,4,11,3,0,성장 잠재고객
C102395,15,57.2,2030600,3,4,4,11,0,1,휴면/이탈위험
C102396,0,52.5,1260000,5,4,3,12,0,0,휴면/이탈위험
C102397,36,6.4,264300,2,1,1,4,2,0,일반 유지고객
C102398,17,128.7,3925400,3,5,5,13,3,1,성장 잠재고객
C102399,25,7.2,313900,2,1,1,4,0,1,휴면/이탈위험
C102400,24,38.0,1485800,2,3,4,9,0,0,휴면/이탈위험
C102401,17,36.0,1324800,3,3,3,9,0,0,휴면/이탈위험
C102402,124,6.0,184200,1,1,1,3,2,1,일반 유지고객
C102403,37,18.4,721300,2,2,2,6,2,0,일반 유지고객
C102404,3,34.0,479400,4,3,2,9,0,0,휴면/이탈위험
C102405,29,9.0,305100,2,1,1,4,0,0,휴면/이탈위험
C102406,4,140.7,703500,4,5,2,11,3,0,성장 잠재고객
C102407,8,16.0,576000,4,2,2,8,0,0,휴면/이탈위험
C102408,25,4.1,274700,2,1,1,4,0,0,휴면/이탈위험
C102409,9,31.2,1026500,4,3,3,10,0,0,휴면/이탈위험
C102410,2,62.9,2767600,4,4,5,13,3,0,성장 잠재고객
C102411,14,31.5,1294600,3,3,3,9,0,0,휴면/이탈위험
C102412,71,85.1,2672100,1,5,5,11,2,1,일반 유지고객
C102413,18,53.2,1984400,3,4,4,11,0,0,휴면/이탈위험
C102414,0,20.0,778000,5,2,2,9,0,0,휴면/이탈위험
C102415,25,39.6,1912700,2,3,4,9,0,0,휴면/이탈위험
C102416,20,103.2,4922600,3,5,5,13,3,0,성장 잠재고객
C102417,9,41.4,1283400,4,3,3,10,0,0,휴면/이탈위험
C102418,8,80.0,2720000,4,5,5,14,3,0,성장 잠재고객
C102419,0,64.6,3837200,5,4,5,14,3,0,성장 잠재고객
C102420,0,33.8,1105300,5,3,3,11,0,0,휴면/이탈위험
C102421,43,30.0,870000,1,3,3,7,2,0,일반 유지고객
C102422,7,7.2,283000,4,1,1,6,0,0,휴면/이탈위험
C102423,20,5.1,257500,3,1,1,5,0,0,휴면/이탈위험
C102424,18,64.6,2312700,3,4,4,11,3,0,성장 잠재고객
C102425,27,34.2,584800,2,3,2,7,0,1,휴면/이탈위험
C102426,82,52.7,2102700,1,4,4,9,2,1,일반 유지고객
C102427,5,8.8,289500,4,1,1,6,0,0,휴면/이탈위험
C102428,38,12.0,684000,2,1,2,5,2,1,일반 유지고객
C102429,46,33.8,1277600,1,3,3,7,2,0,일반 유지고객
C102430,3,66.0,2501400,4,4,4,12,3,0,성장 잠재고객
C102431,10,66.3,1929300,4,4,4,12,3,0,성장 잠재고객
C102432,18,132.0,6507600,3,5,5,13,1,0,VIP 충성고객
C102433,0,34.2,1097800,5,3,3,11,0,0,휴면/이탈위험
C102434,11,22.0,556600,4,2,2,8,0,0,휴면/이탈위험
C102435,65,91.8,2552000,1,5,4,10,2,0,일반 유지고객
C102436,27,1.5,24400,2,1,1,4,0,0,휴면/이탈위험
C102437,0,25.6,128000,5,2,1,8,0,0,휴면/이탈위험
C102438,5,39.0,226200,4,3,1,8,0,0,휴면/이탈위험
C102439,13,14.0,506800,3,1,2,6,0,1,휴면/이탈위험
C102440,1,28.5,954800,5,3,3,11,0,1,휴면/이탈위험
C102441,19,64.0,1913600,3,4,4,11,3,0,성장 잠재고객
C102442,15,11.7,547600,3,1,2,6,0,0,휴면/이탈위험
C102443,13,9.6,373400,3,1,1,5,0,1,휴면/이탈위험
C102444,35,8.5,285600,2,1,1,4,0,1,휴면/이탈위험
C102445,18,56.0,1752800,3,4,4,11,0,0,휴면/이탈위험
C102446,30,100.8,5241600,2,5,5,12,3,0,성장 잠재고객
C102447,23,46.2,1778700,2,4,4,10,0,0,휴면/이탈위험
C102448,14,30.6,700700,3,3,2,8,0,0,휴면/이탈위험
C102449,9,61.2,1517800,4,4,4,12,0,0,휴면/이탈위험
C102450,4,55.5,1648400,4,4,4,12,0,0,휴면/이탈위험
C102451,13,9.6,212200,3,1,1,5,0,0,휴면/이탈위험
C102452,8,22.4,918400,4,2,3,9,0,0,휴면/이탈위험
C102453,3,8.4,278900,4,1,1,6,0,0,휴면/이탈위험
C102454,0,46.2,2725800,5,4,5,14,3,0,성장 잠재고객
C102455,12,30.6,719100,3,3,2,8,0,1,휴면/이탈위험
C102456,9,11.0,380600,4,1,1,6,0,0,휴면/이탈위험
C102457,6,91.8,3240500,4,5,5,14,3,0,성장 잠재고객
C102458,45,176.8,8398000,1,5,5,11,1,1,VIP 충성고객
C102459,3,19.2,668200,4,2,2,8,0,0,휴면/이탈위험
C102460,60,12.8,405800,1,1,1,3,2,1,일반 유지고객
C102461,3,49.4,2400800,4,4,4,12,0,0,휴면/이탈위험
C102462,70,38.0,1417400,1,3,4,8,2,0,일반 유지고객
C102463,10,24.3,838400,4,2,3,9,0,0,휴면/이탈위험
C102464,13,43.0,1156700,3,3,3,9,0,0,휴면/이탈위험
C102465,11,70.2,2864200,4,4,5,13,3,0,성장 잠재고객
C102466,37,26.4,546500,2,2,2,6,2,0,일반 유지고객
C102467,30,58.8,1981600,2,4,4,10,0,0,휴면/이탈위험
C102468,36,11.0,339900,2,1,1,4,2,0,일반 유지고객
C102469,4,33.3,1148800,4,3,3,10,0,0,휴면/이탈위험
C102470,76,94.3,2829000,1,5,5,11,2,0,일반 유지고객
C102471,6,51.3,1482600,4,4,4,12,0,0,휴면/이탈위험
C102472,60,22.4,990100,1,2,3,6,2,0,일반 유지고객
C102473,5,25.3,498400,4,2,2,8,0,0,휴면/이탈위험
C102474,10,69.0,2628900,4,4,5,13,3,0,성장 잠재고객
C102475,47,172.8,5909800,1,5,5,11,1,0,VIP 충성고객
C102476,14,215.6,11491500,3,5,5,13,1,0,VIP 충성고객
C102477,3,18.4,675300,4,2,2,8,0,1,휴면/이탈위험
C102478,0,37.1,586200,5,3,2,10,0,0,휴면/이탈위험
C102479,11,40.8,1783000,4,3,4,11,0,0,휴면/이탈위험
C102480,78,110.2,4639400,1,5,5,11,2,0,일반 유지고객
C102481,0,73.8,2708500,5,4,5,14,3,0,성장 잠재고객
C102482,15,31.2,1251100,3,3,3,9,0,1,휴면/이탈위험
C102483,28,32.4,1040000,2,3,3,8,0,1,휴면/이탈위험
C102484,11,92.0,4259600,4,5,5,14,3,1,성장 잠재고객
C102485,45,28.0,1310400,1,3,3,7,2,1,일반 유지고객
C102486,3,84.0,3082800,4,5,5,14,3,0,성장 잠재고객
C102487,7,4.6,97500,4,1,1,6,0,1,휴면/이탈위험
C102488,13,39.1,1028300,3,3,3,9,0,0,휴면/이탈위험
C102489,51,39.1,1696900,1,3,4,8,2,0,일반 유지고객
C102490,0,122.4,4198300,5,5,5,15,3,0,성장 잠재고객
C102491,27,22.0,547800,2,2,2,6,0,1,휴면/이탈위험
C102492,24,77.0,2733500,2,5,5,12,3,0,성장 잠재고객
C102493,11,36.4,575100,4,3,2,9,0,1,휴면/이탈위험
C102494,25,4.8,193900,2,1,1,4,0,0,휴면/이탈위험
C102495,1,45.5,227500,5,4,1,10,0,0,휴면/이탈위험
C102496,48,108.1,4540200,1,5,5,11,3,0,성장 잠재고객
C102497,0,20.4,599800,5,2,2,9,0,0,휴면/이탈위험
C102498,60,30.8,902400,1,3,3,7,2,1,일반 유지고객
C102499,0,64.4,1590700,5,4,4,13,0,1,휴면/이탈위험
C102500,0,41.0,930700,5,3,3,11,0,0,휴면/이탈위험
C102501,0,30.8,616000,5,3,2,10,0,0,휴면/이탈위험
C102502,0,21.7,1039400,5,2,3,10,0,0,휴면/이탈위험
C102503,0,39.2,1642500,5,3,4,12,0,0,휴면/이탈위험
C102504,2,9.6,476200,4,1,2,7,0,0,휴면/이탈위험
C102505,33,48.3,1555300,2,4,4,10,0,0,휴면/이탈위험
C102506,32,16.8,210000,2,2,1,5,0,0,휴면/이탈위험
C102507,20,14.0,390600,3,1,1,5,0,0,휴면/이탈위험
C102508,7,8.0,249600,4,1,1,6,0,0,휴면/이탈위험
C102509,14,145.7,3278200,3,5,5,13,3,0,성장 잠재고객
C102510,72,15.6,683300,1,2,2,5,2,0,일반 유지고객
C102511,4,16.2,502200,4,2,2,8,0,0,휴면/이탈위험
C102512,43,29.5,1430800,1,3,4,8,2,0,일반 유지고객
C102513,0,22.1,592300,5,2,2,9,0,0,휴면/이탈위험
C102514,11,30.8,181700,4,3,1,8,0,0,휴면/이탈위험
C102515,32,21.7,609800,2,2,2,6,0,0,휴면/이탈위험
C102516,4,17.6,413600,4,2,2,8,0,1,휴면/이탈위험
C102517,9,177.5,3514500,4,5,5,14,3,0,성장 잠재고객
C102518,3,93.6,3285400,4,5,5,14,3,0,성장 잠재고객
C102519,28,52.8,3020200,2,4,5,11,3,0,성장 잠재고객
C102520,50,52.2,2709200,1,4,5,10,2,0,일반 유지고객
C102521,29,84.0,3318000,2,5,5,12,3,0,성장 잠재고객
C102522,16,13.0,440700,3,1,2,6,0,1,휴면/이탈위험
C102523,0,19.5,282800,5,2,1,8,0,0,휴면/이탈위험
C102524,0,16.5,214500,5,2,1,8,0,0,휴면/이탈위험
C102525,57,18.0,313200,1,2,1,4,2,1,일반 유지고객
C102526,15,57.2,1023900,3,4,3,10,0,0,휴면/이탈위험
C102527,14,126.5,5098000,3,5,5,13,3,0,성장 잠재고객
